VBELN,FKDAT,MATNR,KUNNR,FKIMG,NETWR,WAVWR,VKBUR,INCO1
90032068,09-12-2024,PRD-16,CLI-1128,33,2351281.12,1195241.42,CC-101,HORECA
90011471,2021/12/08,PRD-06,CLI-1390,159,1017916.73,481884.15,CC-101,RETAIL
90021345,2023-04-11,PRD-12,CLI-1419,133,1689177.14,768629.76,CC-202,HORECA
90022894,23/07/2025,PRD-12,CLI-1409,156,10323738.5,5547475.29,CC-101,RETAIL
90050890,02/06/2022,prd-25,CLI-1353,73,426332.39,209553.69,cc-101,retail
90007751,2022/09/04,PRD-04,CLI-1748,78,1466119.81,686255.27,CC-202,RETAIL
90074321,2021-12-23,PRD-36 ,CLI-1034,243,3736633.34,1523651.06,CC-101 ,RETAIL 
90065214,02/08/2022,PRD-31,CLI-1758,81,1434985.03,579486.99,CC-101,DIST
90013846,19/04/2025,prd-06,CLI-1053,235,19792641.51,9976712.85,cc-101,horeca
90070785,2022-02-01, prd-35 ,CLI-1954,235,4349236.41,1850749.37, cc-101 , horeca 
90006558,12/07/2025,PRD-03,CLI-1761,224,6960212.76,25270698.74,CC-203,FOB
90062862,18/09/2024,PRD-29,CLI-1891,248,14914246.14,7379888.89,CC-202,HORECA
90026279,2024/09/07, prd-14 ,CLI-1763,255,17789043.47,8443051.74, cc-101 , dist 
90067292,11-04-2021,PRD-34,CLI-1624,252,3243083.64,1400068.2,CC-202,RETAIL
90027020,25-12-2025,prd-14,CLI-1271,153,14830127.59,7129329.8,cc-202,retail
90052459,2023/07/18, prd-25 ,CLI-1853,162,2195578.54,1099172.18, cc-202 , horeca 
90026172,05-07-2024,PRD-14,CLI-1321,172,11303192.29,5339425.74,CC-202,RETAIL
90025990,22/04/2024,PRD-14,CLI-1862,139,7333686.74,3987333.61,CC-202,HORECA
90003350,03/02/2024,PRD-01,CLI-1023,35,1592642.92,795015.74,CC-202,DIST
90063121,2025-01-07,PRD-29,CLI-1283,100,6690298.07,3302189.77,CC-202,HORECA
90076143,2023/07/23,PRD-36,CLI-1805,250,11120567.8,5031756.3,CC-101,RETAIL
90033397,2023-08-07,prd-17,CLI-1633,153,518208.48,2177136.12,cc-203,fob
90033079,2021/08/10,PRD-17,CLI-1071,230,216833.78,834110.97,CC-203,FOB
90016868,18-05-2023,PRD-09,CLI-1419,102,1697741.6,805625.78,CC-101,HORECA
90056040,09-11-2025,PRD-25,CLI-1279,70,4929378.48,2507314.21,CC-202,HORECA
90016454,16/08/2022,PRD-09,CLI-1641,223,2003466.94,990485.6,CC-202,RETAIL
90073605,2021-06-27,prd-36,CLI-1059,139,1724918.66,766904.38,cc-101,dist
90058006,25/04/2025,PRD-27 ,CLI-1039,122,12363286.61,6290318.28,CC-101 ,HORECA 
90035903,2021/07/21,prd-19,CLI-1556,211,2576314.88,979184.15,cc-101,retail
90057809,2024-06-16,PRD-27,CLI-1836,229,17211012.46,8220458.85,CC-202,RETAIL
90015278,24/08/2022,PRD-08,CLI-1086,55,112465.59,679703.76,CC-203,FOB
90007129,2021-10-07,PRD-04,CLI-1802,174,1890564.56,896611.15,CC-202,DIST
90057728,24-12-2023, prd-27 ,CLI-1328,195,7721601.43,3973538.56, cc-101 , horeca 
90024040,21-02-2021,PRD-14,CLI-1596,130,560662.92,245252.27,CC-202,DIST
90078935,2025/12/12,PRD-36,CLI-1070,165,37852238.86,18385215.92,CC-202,DIST
90078964,15-12-2025,PRD-36,CLI-1713,190,46673512.69,21864880.23,CC-202,DIST
90075107,2022/08/13,PRD-36,CLI-1383,77,1684624.81,785510.09,CC-101,RETAIL
90039288,26-09-2023,PRD-21,CLI-1355,216,4580391.4,2155203.31,CC-101,RETAIL
90015240,03-09-2021,PRD-08,CLI-1204,90,228966.31,624924.75,CC-203,FOB
90076866,22/03/2024,PRD-36,CLI-1888,167,20763081.98,9955955.1,CC-202,RETAIL
90025396,02-05-2023,prd-14,CLI-1224,51,815533.02,386701.76,cc-202,dist
90044761,2023-12-08,PRD-23,CLI-1317,92,2607463.83,1325405.19,CC-101,RETAIL
90009231,2024/11/08,PRD-04,CLI-1125,116,16209043.08,8183014.08,CC-202,RETAIL
90071806,03/10/2023,prd-35,CLI-1916,87,5692356.2,2649566.93,cc-202,dist
90015355,2023/12/10,PRD-08,CLI-1655,121,1507204.49,5651695.06,CC-203,FOB
90051149,2022-08-07,prd-25,CLI-1567,216,1392246.36,729442.21,cc-202,retail
90034700,25-06-2023,PRD-18,CLI-1019,170,3467498.71,1681663.28,CC-101,HORECA
90009937,2025-12-25,PRD-04,CLI-1647,69,13908769.88,6413652.47,CC-202,HORECA
90038224,06-05-2022,PRD-21,CLI-1915,110,732458.38,359640.1,CC-202,RETAIL
90039294,06/09/2023,PRD-21,CLI-1852,113,2217824.86,1177692.69,CC-202,RETAIL
90029361,2022-01-26,PRD-16,CLI-1344,196,1123809.62,541876.01,CC-202,RETAIL
90073384,15-03-2021,PRD-36,CLI-1231,25,277799.7,116746.97,CC-202,DIST
90023929,2025-11-24,PRD-13,CLI-1684,135,1294978.34,7589480.84,CC-203,FOB
90059062,16/03/2024,PRD-28,CLI-1964,127,15266875.19,6145474.01,CC-202,RETAIL
90030024,08-10-2022,PRD-16,CLI-1944,31,300631.34,147564.26,CC-202,DIST
90053563,2024/04/04,PRD-25,CLI-1359,93,4167725.74,2007496.61,CC-101,RETAIL
90060696,25-04-2022,PRD-29,CLI-1144,30,205792.15,89558.75,CC-202,HORECA
90016369,2022-07-16,PRD-09,CLI-1068,89,777092.36,374491.36,CC-202,DIST
90030941,2023-10-02,PRD-16,CLI-1003,169,3984395.71,1945802.17,CC-202,HORECA
90072819,2025/06/27,PRD-35,CLI-1828,208,45069007.69,22746252.59,CC-101,RETAIL
90066455,2024/03/05,PRD-32,CLI-1780,139,14798426.86,5671646.7,CC-202,RETAIL
90061153,2022-09-11,PRD-29,CLI-1024,157,1401719.79,656660.39,CC-101,RETAIL
90051297,2022-09-10,PRD-25,CLI-1132,104,757458.18,370151.17,CC-101,DIST
90010572,03-12-2024,PRD-05,CLI-1592,63,18530510.96,7029744.55,CC-101,RETAIL
90014329,2025-12-11,prd-06,CLI-1060,228,23564910.62,11814468.11,cc-101,retail
90051032,07-07-2022,PRD-25,CLI-1247,63,40989.64,201506.67,CC-203,FOB
90031981,2024-11-17,PRD-16,CLI-1330,233,16701657.24,8172585.15,CC-202,HORECA
90012470,12/06/2023,PRD-06,CLI-1259,119,2059463.21,1054873.77,CC-202,HORECA
90033186,06/03/2022,PRD-17,CLI-1423,151,114865.88,738737.74,CC-203,FOB
90018099,2025/05/08,PRD-09,CLI-1235,145,11967296.39,6145700.9,CC-101,HORECA
90043561,2022-10-18,prd-23,CLI-1632,79,722664.94,331531.6,cc-202,dist
90020439,2021/12/09,PRD-12,CLI-1416,54,262885.31,121663.41,CC-202,HORECA
90070616,05-10-2021,prd-35,CLI-1967,240,3798249.32,1666708.07,cc-202,horeca
90003573,2024-07-18,PRD-01,CLI-1494,80,4822903.23,2472233.2,CC-101,RETAIL
90023856,27-04-2025,prd-13,CLI-1964,248,33098825.76,12878760.56,cc-202,dist
90033557,2024-10-05,PRD-17,CLI-1996,247,32427077.29,12794037.05,CC-101,RETAIL
90023302,21/03/2021,PRD-13,CLI-1321,246,1715068.43,646497.95,CC-101,DIST
90004076,20-03-2025,PRD-01,CLI-1984,143,10821044.53,5819399.44,CC-202,RETAIL
90047245,2022-06-24, prd-24 ,CLI-1948,54,52471.89,266000.25, cc-203 , fob 
90016055,2021/12/05,PRD-09 ,CLI-1501,200,1285628.34,556334.14,CC-202 ,RETAIL 
90078765,2025-10-06,PRD-36,CLI-1781,35,7956509.83,3825489.06,CC-202,RETAIL
90068417,2023-02-04,PRD-34,CLI-1938,98,3374422.15,1514881.29,CC-202,DIST
90002674,09/03/2023,prd-01,CLI-1705,122,1608626.63,793018.05,cc-101,dist
90018537,2021-05-20,PRD-10,CLI-1753,162,1377058.71,569758.12,CC-202,DIST
90064390,12/08/2023,PRD-30,CLI-1251,242,8595974.56,3311276.75,CC-202,HORECA
90014732,06-02-2023,PRD-07,CLI-1066,93,2435188.49,920005.14,CC-202,HORECA
90068914,09/12/2023,PRD-34,CLI-1452,38,3687104.76,1702804.32,CC-101,DIST
90057581,2023-06-11,PRD-27,CLI-1098,247,194705.16,2432092.08,CC-203,FOB
90076758,13/02/2024, prd-36 ,CLI-1879,37,4189016.28,1939871.33, cc-101 , retail 
90042867,2022/01/20, prd-23 ,CLI-1386,227,1197949.42,570420.29, cc-202 , retail 
90057003,2025/11/07,PRD-26,CLI-1144,60,9395314.92,3348724.23,CC-101,HORECA
90074325,2021-12-15,PRD-36,CLI-1428,97,1440631.4,629348.68,CC-202,HORECA
90038791,2023/02/18,PRD-21,CLI-1478,197,2330852.38,1087843.94,CC-101,RETAIL
90070495,2021/08/03,PRD-35,CLI-1332,180,2799217.16,1123016.54,CC-202,HORECA
90077810,17/12/2024,PRD-36,CLI-1290,37,6562476.33,3108471.92,CC-101,HORECA
90012609,2023-08-09,PRD-06,CLI-1309,242,5342969.17,2551966.28,CC-202,HORECA
90003656,07-07-2024,PRD-01,CLI-1488,198,12458516.07,6220021.65,CC-101,RETAIL
90020718,09/05/2022,PRD-12,CLI-1132,236,1477463.62,680169.25,CC-101,DIST
90038331,2022/07/15,PRD-21,CLI-1794,232,1814362.24,877343.61,CC-202,HORECA
90023732,13-05-2024,PRD-13,CLI-1475,220,19674516.55,8038789.31,CC-101,HORECA
90051119,2022/08/08,PRD-25,CLI-1696,114,757304.89,390309.48,CC-101,DIST
90008720,15-03-2024,PRD-04,CLI-1090,74,7482844.25,3845762.91,CC-101,RETAIL
90031834,02/09/2024, prd-16 ,CLI-1558,142,9585928.28,4554963.24, cc-101 , horeca 
90037833,2021-11-02,PRD-21,CLI-1729,103,496340.79,259808.08,CC-101,HORECA
90072431,2024/10/21,PRD-35,CLI-1231,222,46314946.29,20498228.74,CC-101,DIST
90053151,2023/12/16,prd-25,CLI-1836,259,7165534.41,3396177.18,cc-202,retail
90071749,2023-09-07,PRD-35,CLI-1666,113,7147672.71,3232631.24,CC-202,HORECA
90027299,2021/11/03,PRD-15,CLI-1692,231,2582505.19,956469.18,CC-202,HORECA
90032359,2025/05/17,PRD-16,CLI-1657,249,21729528.53,9989448.18,CC-101,RETAIL
90077688,22-11-2024,PRD-36 ,CLI-1068,23,4161877.8,1961389.56,CC-202 ,DIST 
90032905,2025-11-12,PRD-16,CLI-1394,65,5914544.7,2922768.67,CC-101,RETAIL
90066559,2025/04/15,PRD-32,CLI-1425,48,8369961.25,3015980.41,CC-202,RETAIL
90016696,09-01-2023,PRD-09,CLI-1004,156,2068997.71,916152.01,CC-101,RETAIL
90068032,26-07-2022,PRD-34,CLI-1972,243,5929317.92,2511484.89,CC-202,RETAIL
90008501,2023-11-01,PRD-04,CLI-1017,228,11609763.63,6090922.84,CC-101,HORECA
90066638,25/04/2021, prd-33 ,CLI-1772,25,229462.07,87534.0, cc-202 , retail 
90053677,2024-05-16,PRD-25 ,CLI-1900,88,4013332.91,2013511.15,CC-202 ,HORECA 
90026736,25-08-2025,PRD-14,CLI-1198,61,5303847.6,2592534.79,CC-202,HORECA
90011948,22-08-2022,PRD-06,CLI-1498,232,137859.4,1110205.86,CC-203,FOB
90008607,2023/12/07,PRD-04,CLI-1119,232,1321315.86,7962116.63,CC-203,FOB
90016474,08/09/2022,PRD-09,CLI-1461,100,983812.43,459449.25,CC-202,RETAIL
90054018,15/07/2024,PRD-25,CLI-1838,86,4151458.89,2128414.78,CC-202,DIST
90011240,23-09-2021,PRD-06,CLI-1657,237,1418866.29,627826.98,CC-202,DIST
90008346,12/08/2023,PRD-04 ,CLI-1669,73,3046992.74,1390097.6,CC-101 ,RETAIL 
90009467,2025/04/14,PRD-04,CLI-1804,73,11835350.14,5753405.61,CC-202,RETAIL
90068605,2023-06-18,PRD-34,CLI-1736,258,11139783.19,5529387.72,CC-202,RETAIL
90017979,2025/02/04,PRD-09 ,CLI-1972,256,19933773.98,9705347.77,CC-101 ,RETAIL 
90056566,03/12/2022,PRD-26,CLI-1789,225,4005921.17,1484041.59,CC-202,RETAIL
90066257,2022-04-20,PRD-32,CLI-1688,47,652675.32,252699.74,CC-202,RETAIL
90042249,2021-07-12,PRD-23,CLI-1511,176,815909.61,372172.95,CC-202,RETAIL
90041833,2021-01-27, prd-23 ,CLI-1577,48,165753.68,78020.67, cc-101 , dist 
90065167,2022/06/19,PRD-31,CLI-1773,95,1514642.34,573193.21,CC-101,RETAIL
90056578,10/01/2023,PRD-26,CLI-1643,116,1934927.21,801744.14,CC-202,HORECA
90070750,09/01/2022,PRD-35,CLI-1219,82,1361360.69,604877.04,CC-202,DIST
90035016,09-03-2024,PRD-18,CLI-1451,88,302300.65,2835479.0,CC-203,FOB
90059379,2025/04/12,PRD-28,CLI-1581,117,1243903.03,8956164.06,CC-203,FOB
90043828,05-01-2023,PRD-23,CLI-1718,133,1356715.59,646420.9,CC-202,DIST
90016290,17/06/2022,PRD-09,CLI-1183,76,629416.4,302517.12,CC-202,HORECA
90023477,2022-06-09,PRD-13,CLI-1084,134,1606540.35,645179.23,CC-101,DIST
90035651,2025/10/06, prd-18 ,CLI-1273,196,22116421.14,11063394.92, cc-101 , dist 
90046822,03/06/2021,PRD-24,CLI-1261,238,215211.94,737459.08,CC-203,FOB
90041127,2021/05/05,PRD-22,CLI-1369,127,998170.98,410216.0,CC-202,RETAIL
90068524,03-05-2023,PRD-34,CLI-1478,167,7369247.01,3376890.8,CC-202,HORECA
90018101,2025-05-07,PRD-09,CLI-1130,35,2982550.42,1470922.65,CC-202,RETAIL
90013584,02-11-2024,PRD-06,CLI-1446,153,12335014.54,6049428.3,CC-202,RETAIL
90073513,2021-05-16, prd-36 ,CLI-1041,159,1993753.01,811483.61, cc-101 , horeca 
90007551,2022/06/24,PRD-04,CLI-1843,199,3315247.58,1500042.95,CC-202,HORECA
90015408,16-01-2025,PRD-08,CLI-1441,226,5813381.52,23140501.13,CC-203,FOB
90058624,12-08-2022,PRD-28,CLI-1855,75,86025.57,600765.11,CC-203,FOB
90027376,27-04-2022,PRD-15,CLI-1881,56,50876.61,300365.19,CC-203,FOB
90074766,06/05/2022,PRD-36,CLI-1813,58,1116210.57,478279.43,CC-202,HORECA
90069478,14/12/2024,PRD-34,CLI-1322,30,5977917.93,2744412.36,CC-202,RETAIL
90039836,01-06-2024,PRD-21,CLI-1608,199,11048761.71,5588371.48,CC-101,HORECA
90044873,2024-02-10,PRD-23,CLI-1975,236,9476607.47,4739232.15,CC-202,DIST
90028803,2021/06/12,PRD-16,CLI-1500,199,1005974.29,444186.83,CC-101,RETAIL
90061282,10/11/2022,PRD-29 ,CLI-1641,131,1289631.51,577746.14,CC-202 ,RETAIL 
90032037,2024-11-18,PRD-16,CLI-1367,112,8040590.84,3830848.1,CC-101,HORECA
90070273,2021-04-14,prd-35,CLI-1980,208,2564998.27,1146442.27,cc-202,horeca
90020012,12-05-2021,PRD-12,CLI-1675,129,531476.99,243746.25,CC-202,DIST
90077010,05/05/2024,PRD-36,CLI-1356,29,4008134.02,1956394.4,CC-101,DIST
90077707,2024/11/07,prd-36,CLI-1448,39,7000815.3,3269758.53,cc-202,retail
90005079,2022/03/20,PRD-02,CLI-1200,213,2647305.58,1074364.91,CC-101,RETAIL
90017923,2025/01/04,PRD-09,CLI-1954,154,12825388.85,5951998.11,CC-202,HORECA
90040441,2025-03-24,PRD-21,CLI-1800,208,15908980.7,7663337.2,CC-202,RETAIL
90058585,2022-06-04,PRD-28,CLI-1903,110,1967505.44,796899.81,CC-202,RETAIL
90046397,2025-09-12,PRD-23 ,CLI-1231,177,14105750.68,6837803.87,CC-202 ,HORECA 
90036762,22/09/2024, prd-19 ,CLI-1554,169,29524119.14,11378617.76, cc-202 , retail 
90033393,2023-08-27,PRD-17,CLI-1220,66,217235.1,940316.48,CC-203,FOB
90060257,2021-10-13,PRD-29,CLI-1398,127,625305.43,292579.58,CC-101,RETAIL
90041260,13-03-2022,PRD-22,CLI-1752,131,1489618.69,596559.31,CC-202,DIST
90051953,2023-03-25, prd-25 ,CLI-1472,90,954404.49,467568.69, cc-101 , retail 
90064552,14-09-2024,PRD-30,CLI-1127,40,4991776.15,1901921.95,CC-101,HORECA
90007320,23-02-2022,PRD-04,CLI-1965,99,1286784.08,583669.64,CC-101,DIST
90014681,2022-10-19,PRD-07,CLI-1074,29,628802.82,232287.97,CC-101,DIST
90060837,2022-06-26,prd-29,CLI-1371,94,626427.88,323358.76,cc-101,dist
90064482,02/04/2024, prd-30 ,CLI-1548,166,15965450.82,6447957.8, cc-202 , retail 
90030742,10/07/2023,PRD-16,CLI-1785,200,3426263.31,1655301.71,CC-101,RETAIL
90014871,2023/11/20,PRD-07,CLI-1224,104,5756364.74,2315934.21,CC-202,RETAIL
90001924,21-04-2022,PRD-01 ,CLI-1549,20,147010.95,69600.42,CC-202 ,DIST 
90062958,19/10/2024,prd-29,CLI-1929,163,10957852.66,5100931.14,cc-101,horeca
90020490,23/01/2022,PRD-12,CLI-1426,115,555390.47,269105.64,CC-101,RETAIL
90048991,2021/03/16,PRD-25,CLI-1663,56,200132.46,89630.12,CC-202,DIST
90045608,10-11-2024,PRD-23,CLI-1369,149,9004328.28,4535790.83,CC-202,HORECA
90071037,2022-07-04,PRD-35,CLI-1315,50,1093317.47,526803.74,CC-202,DIST
90047433,2022-11-21,PRD-24,CLI-1881,186,3454243.09,1284303.33,CC-202,HORECA
90044954,13/03/2024,prd-23,CLI-1184,107,4748105.65,2365783.57,cc-101,horeca
90010529,2024-09-18,PRD-05,CLI-1106,219,3325088.03,23862134.89,CC-203,FOB
90075569,2023-01-05,PRD-36 ,CLI-1237,123,3707358.02,1613331.51,CC-202 ,RETAIL 
90007503,2022/05/24,PRD-04,CLI-1731,46,661645.94,328491.04,CC-101,RETAIL
90003297,2024-01-08,prd-01,CLI-1633,89,3639074.59,1786093.81,cc-101,horeca
90077357,2024-08-08,prd-36,CLI-1963,112,18197634.49,8875181.35,cc-101,horeca
90040674,22/07/2025,PRD-21,CLI-1613,119,678724.56,4712723.98,CC-203,FOB
90077302,10/08/2024,PRD-36,CLI-1473,184,28016618.29,14908184.24,CC-101,RETAIL
90028490,12/01/2021, prd-16 ,CLI-1699,244,989017.47,454639.07, cc-202 , horeca 
90006084,03-06-2025,PRD-02 ,CLI-1477,68,10744246.02,4407137.77,CC-202 ,DIST 
90055210,24/05/2025,PRD-25,CLI-1651,80,5313323.56,2665997.99,CC-202,RETAIL
90026536,24-03-2025,PRD-14,CLI-1148,27,2210564.82,1025862.34,CC-101,DIST
90048255,2024/12/13,PRD-24,CLI-1543,94,11698456.69,4521075.12,CC-101,RETAIL
90048214,21/11/2024,PRD-24,CLI-1143,176,1750461.62,8327786.46,CC-203,FOB
90060553,2022-02-20,PRD-29,CLI-1213,245,1412335.69,662058.32,CC-202,HORECA
90021505,2023-06-23, prd-12 ,CLI-1152,135,1753378.81,899185.1, cc-101 , retail 
90029929,2022-09-21,PRD-16,CLI-1639,163,1685539.56,743777.33,CC-101,RETAIL
90030962,18/10/2023,PRD-16,CLI-1862,168,4000654.61,1912960.14,CC-202,DIST
90007678,10/08/2022, prd-04 ,CLI-1279,70,1288820.05,595794.17, cc-202 , horeca 
90024878,08/07/2022,prd-14,CLI-1499,210,1718787.78,859365.94,cc-202,horeca
90047365,2022-09-07,PRD-24,CLI-1266,30,443992.34,184246.86,CC-202,RETAIL
90042989,2022-03-13,PRD-23,CLI-1033,44,17598.84,123642.75,CC-203,FOB
90051141,2022-08-12,PRD-25,CLI-1058,181,1213368.29,619173.35,CC-101,DIST
90075179,2022/09/21,PRD-36 ,CLI-1017,109,2445792.31,1174190.66,CC-101 ,DIST 
90049873,2021-10-06,PRD-25,CLI-1945,256,1167829.97,522476.35,CC-101,HORECA
90004039,2025/02/05,prd-01,CLI-1868,150,11313540.55,5481707.57,cc-202,retail
90063973,2025-12-23,prd-29,CLI-1228,215,1258560.29,9261484.18,cc-203,fob
90072027,2024/03/26,PRD-35,CLI-1335,235,34454827.78,15639454.87,CC-101,RETAIL
90064527,2024/07/21,PRD-30,CLI-1355,113,12426130.23,4932128.33,CC-101,DIST
90027265,2021-10-10,prd-15,CLI-1183,226,2206633.72,920012.06,cc-101,dist
90020355,2021/10/05,PRD-12,CLI-1828,186,802931.51,383440.13,CC-101,RETAIL
90065170,04/06/2022,prd-31,CLI-1733,176,2747586.2,1030949.91,cc-202,dist
90012490,06/06/2023,PRD-06,CLI-1819,65,50261.87,577086.3,CC-203,FOB
90014407,2021/03/14,PRD-07,CLI-1799,148,1338323.67,515102.25,CC-202,DIST
90071843,2023/11/11,PRD-35,CLI-1782,201,14161873.49,6902674.26,CC-101,RETAIL
90063858,20/11/2025,PRD-29,CLI-1951,236,20414225.39,9987134.83,CC-202,HORECA
90030135,2022/11/12,prd-16,CLI-1242,249,2661996.2,1256616.56,cc-101,horeca
90074827,2022/06/13,PRD-36,CLI-1699,136,2651432.85,1226453.28,CC-202,HORECA
90013786,13/03/2025,PRD-06,CLI-1092,149,13368107.63,6354514.28,CC-101,RETAIL
90013469,2024-10-02,PRD-06,CLI-1437,180,13438266.61,6514676.09,CC-202,RETAIL
90003793,2024-09-11,PRD-01,CLI-1491,255,17198011.77,8534201.63,CC-101,RETAIL
90054142,06/08/2024, prd-25 ,CLI-1503,46,2489225.69,1159201.63, cc-101 , dist 
90019248,10-10-2024,PRD-10,CLI-1571,30,242669.58,1699034.68,CC-203,FOB
90072053,2024-03-02,PRD-35,CLI-1105,243,33869055.39,15743976.31,CC-101,DIST
90058189,2025-12-26,PRD-27,CLI-1163,98,11150022.16,5666772.7,CC-101,RETAIL
90067180,01-02-2021,PRD-34,CLI-1599,173,2031807.47,853899.33,CC-101,RETAIL
90008484,15-10-2023,prd-04,CLI-1074,186,8824674.97,4319232.49,cc-101,retail
90063129,2025-01-24, prd-29 ,CLI-1676,27,1839721.45,891248.19, cc-101 , dist 
90002415,2022/10/22,prd-01,CLI-1574,34,343033.94,167869.17,cc-101,dist
90073460,16-04-2021,PRD-36,CLI-1638,197,2257105.68,1002208.01,CC-202,DIST
90078437,2025-07-27,PRD-36,CLI-1083,211,45402261.99,21042243.63,CC-101,DIST
90061632,14-05-2023,PRD-29,CLI-1502,106,1456372.7,729218.68,CC-101,HORECA
90064249,2022-09-20,PRD-30,CLI-1710,189,230379.23,1213447.41,CC-203,FOB
90020454,10/12/2021,prd-12,CLI-1038,167,843925.25,368740.01,cc-202,horeca
90053138,17/12/2023,PRD-25,CLI-1517,256,7308238.21,3518636.63,CC-202,DIST
90046583,2025/11/22,PRD-23,CLI-1764,66,5325810.52,2667643.9,CC-101,DIST
90066956,13-05-2024,PRD-33,CLI-1657,179,1307920.99,8225426.98,CC-203,FOB
90032168,03-02-2025,PRD-16,CLI-1313,26,2040203.22,952387.36,CC-101,RETAIL
90071098,04/08/2022,PRD-35,CLI-1472,47,1148552.53,517318.91,CC-202,RETAIL
90008420,13-09-2023,PRD-04,CLI-1520,63,193659.9,1405373.89,CC-203,FOB
90015319,2023/06/12,PRD-08,CLI-1713,118,733335.29,2654185.2,CC-203,FOB
90052296,27-05-2023,PRD-25,CLI-1269,203,2471405.37,1251697.13,CC-202,RETAIL
90015057,2025-02-05,prd-07,CLI-1169,162,26744039.92,10067239.39,cc-101,dist
90024440,08-10-2021,PRD-14 ,CLI-1374,256,1413688.5,642174.37,CC-202 ,RETAIL 
90075269,2022-10-04,PRD-36,CLI-1818,178,4382231.84,2062856.86,CC-101,RETAIL
90035203,2024/09/15,prd-18,CLI-1031,31,2599614.07,1353103.65,cc-101,retail
90057327,2022/05/04,PRD-27,CLI-1921,256,2269539.5,1106938.16,CC-101,HORECA
90032133,2025-01-16,PRD-16,CLI-1378,202,15110137.92,7198857.14,CC-202,RETAIL
90020434,20/11/2021,PRD-12,CLI-1495,40,180945.96,86779.52,CC-101,DIST
90005203,2022/07/27, prd-02 ,CLI-1694,203,3270147.28,1272609.76, cc-101 , dist 
90023715,2024/03/25,PRD-13,CLI-1747,236,19295908.08,7611199.77,CC-101,HORECA
90040984,17-11-2025,PRD-21,CLI-1543,20,1775191.8,850148.34,CC-101,DIST
90045665,2024-12-03,PRD-23,CLI-1161,61,3615354.66,1933868.73,CC-202,DIST
90001744,23-01-2022,PRD-01,CLI-1865,176,1111867.72,507460.07,CC-101,RETAIL
90071306,20/12/2022,PRD-35,CLI-1410,145,4448382.06,2053674.25,CC-101,HORECA
90031891,2024/10/01,PRD-16,CLI-1139,120,8132261.17,4071684.93,CC-202,HORECA
90004491,2025/09/08,PRD-01,CLI-1416,35,3211481.71,1554507.53,CC-101,DIST
90014111,2025/09/04,PRD-06,CLI-1926,236,21463489.08,10985670.83,CC-202,RETAIL
90023345,2021-07-11,prd-13,CLI-1331,73,47261.76,217175.55,cc-203,fob
90028143,2024/11/06,PRD-15,CLI-1068,82,11544373.61,4500759.24,CC-101,HORECA
90008897,2024-06-07,prd-04,CLI-1594,200,25219179.39,11524487.37,cc-202,retail
90047111,2022/01/27,PRD-24,CLI-1257,252,2396757.86,960459.28,CC-202,HORECA
90022285,2024-08-14,PRD-12,CLI-1596,90,4884400.01,2424062.08,CC-101,DIST
90055547,2025/07/16,PRD-25,CLI-1663,169,11275844.34,5615044.2,CC-101,HORECA
90037265,2021-02-17,PRD-21,CLI-1127,147,554609.63,275748.24,CC-202,RETAIL
90053597,2024-04-03,PRD-25,CLI-1592,61,2593159.57,1326811.56,CC-101,RETAIL
90058333,2021-07-09, prd-28 ,CLI-1851,112,1294038.64,487520.45, cc-101 , horeca 
90025534,04/07/2023,PRD-14,CLI-1436,213,3680275.25,1816740.9,CC-202,RETAIL
90067949,2022-05-22,prd-34,CLI-1911,200,4078801.96,1855347.01,cc-202,retail
90044432,17-08-2023,PRD-23,CLI-1923,200,3173138.52,1722751.99,CC-202,HORECA
90024335,2021/08/27,PRD-14,CLI-1936,80,401734.05,194431.73,CC-202,DIST
90019050,20/10/2023,PRD-10,CLI-1778,255,11919790.72,4729114.66,CC-202,RETAIL
90077740,14-12-2024,PRD-36 ,CLI-1711,103,18694087.53,8962762.82,CC-202 ,RETAIL 
90055700,10-08-2025,PRD-25,CLI-1764,192,12377616.5,6729660.37,CC-101,RETAIL
90050972,08-07-2022,PRD-25,CLI-1801,84,602475.36,267442.0,CC-101,HORECA
90071470,03/04/2023,prd-35,CLI-1400,243,10361070.12,4334667.57,cc-202,retail
90021548,19-07-2023,PRD-12,CLI-1590,112,1612683.85,768768.21,CC-101,RETAIL
90011932,07-08-2022,PRD-06,CLI-1671,229,2186159.3,1063027.81,CC-202,HORECA
90064583,2024/11/17,PRD-30,CLI-1652,252,1623555.08,12580561.26,CC-203,FOB
90062014,27/09/2023,PRD-29,CLI-1878,184,3793908.31,1745343.85,CC-202,HORECA
90059749,2021-03-11,PRD-29,CLI-1955,60,236550.77,110941.87,CC-202,DIST
90037911,2021/12/02,PRD-21,CLI-1285,239,1181676.27,610076.49,CC-101,RETAIL
90022979,2025/08/26, prd-12 ,CLI-1821,165,12396579.96,5992842.51, cc-101 , horeca 
90008299,2023/08/17,PRD-04,CLI-1508,63,2455107.6,1203111.06,CC-101,RETAIL
90070281,2021-05-16,PRD-35,CLI-1078,172,2227001.25,992532.59,CC-101,RETAIL
90069006,17/02/2024,prd-34,CLI-1322,57,7282030.58,3509952.99,cc-101,dist
90069191,2024/06/02,PRD-34,CLI-1912,190,33200144.27,14442257.33,CC-202,HORECA
90016169,2022-03-20,PRD-09,CLI-1779,78,538481.21,251325.19,CC-101,DIST
90042329,2021-08-10,prd-23,CLI-1929,141,638027.56,285932.54,cc-202,retail
