NUM_REMITO,FECHA_PESAJE,COD_CC,VARIEDAD,FINCA,KG_BRUTO,KG_TARA,KG_NETO,BRIX,LTS_MOSTO,ESTADO_SANIDAD
REM-2025-00226,2025-03-29,CC-102,cabernet franc, Finca Agrelo ,31901,10840,21061.0,"24,4",14541.3,Optima
 rem/00227 ,2025-03-29, CC-101 ,Syrah, Finca Barrancas ,27551,9639,17912.0,23.0,12597.8,optima
REM-2025-00228, 2025-03-30 ,CC-101,cabernet franc, Finca Barrancas ,25314,9790,15524.0,26.2,11183.3,Aceptable
REM-2025-00229,30/03/2025,CC-101,syrah,Finca Gualtallary,23024,8751,14273.0,"23,0",10434.9, BUENA 
REM_00230,30/03/2025,CC-102,bonarda, Finca Barrancas ,19794,9892,,"26,4",7233.9,Optima
REM-2025-00231,2025-03-30,CC-102,Cabernet Franc,Finca Gualtallary,31057,10763,20294.0,"26,4",13918.5,Aceptable
REM_00232,2025-03-31, CC-101 ,chardonnay,Finca Barrancas,29484,8378,21106.0,"23,9",15527.7,Buena
REM-2025-00233,2025/03/31, CC-101 ,Malbec,Finca Agrelo,25937,9372,16565.0,24.7,11851.5,Optima
REM-2025-00234,2025/03/31,CC-101,Malbec,Finca Barrancas,30470,8711,21759.0,"23,5",15272.1,optima
 rem/00235 ,2025-03-31,CC-102,cabernet franc, Finca Altamira ,30910,9259,21651.0,24.7,15766.9,Optima
REM-2025-00236, 2025-04-01 ,CC-101,Cabernet Franc,Finca Gualtallary,21551,10202,11349.0,22.7,7978.8,optima
REM-2025-00237,01/04/2025,CC-101,Malbec, Finca Barrancas ,26701,9575,,23.1,11751.0,optima
 rem/00238 ,01/04/2025, CC-102 , CABERNET FRANC ,Finca Gualtallary,25777,8136,17641.0,23.1,12408.1,Optima
REM_00239,2025/04/01, CC-102 ,Syrah,Finca Altamira,19222,10484,8738.0,"26,5",6308.0,Optima
REM-2025-00240,02/04/2025,CC-102,Chardonnay,Finca Gualtallary,25490,8763,16727.0,"25,2",12079.1,
REM-2025-00241,02/04/2025, CC-102 ,Syrah,Finca Agrelo,19325,9301,10024.0,"25,6",7082.6,Aceptable
REM-2025-00242,2025/04/02, CC-101 ,Malbec,Finca Altamira,30522,10722,19800.0,25.6,13918.2,Buena
REM-2025-00243,2025-04-02, CC-102 ,Malbec,Finca Agrelo,20869,8420,12449.0,"24,0",8739.7, BUENA 
REM_00244,2025-04-03,CC-102,bonarda,Finca Gualtallary,30127,10795,19332.0,25.9,14176.5,
REM-2025-00245,03/04/2025,CC-101,Cabernet Franc,Finca Altamira,23997,10355,13642.0,25.4,9535.6,Optima
REM-2025-00246,2025/04/03, CC-101 , BONARDA ,Finca Agrelo,19824,10491,9333.0,"23,3",6661.1,Aceptable
 rem/00247 ,2025-04-03,CC-101,malbec,Finca Agrelo,19721,10900,8821.0,22.8,6360.8,optima
REM-2025-00248,04/04/2025, CC-102 ,Syrah,Finca Agrelo,22210,9676,12534.0,24.7,8793.4,Aceptable
 rem/00249 ,2025/04/04, CC-102 ,Syrah,Finca Gualtallary,27607,8968,18639.0,26.3,13131.6,
 rem/00250 ,04/04/2025,CC-101,bonarda, Finca Agrelo ,21083,8920,12163.0,23.4,8985.2,Optima
REM-2025-00251,2025-04-04, CC-102 ,Malbec, Finca Barrancas ,19469,8629,10840.0,"23,6",7645.4,Buena
REM-2025-00252,2025-04-05, CC-102 ,Malbec,Finca Barrancas,29981,8823,21158.0,23.2,14628.6,Aceptable
REM-2025-00253,05/04/2025, CC-102 , CHARDONNAY ,Finca Gualtallary,25420,8797,16623.0,25.2,11408.6,Optima
 rem/00254 ,05/04/2025, CC-102 , CABERNET FRANC , Finca Altamira ,23534,9893,13641.0,25.8,9617.8,
REM-2025-00255,2025/04/05,CC-101,malbec,Finca Altamira,31391,8021,23370.0,24.2,16870.1,
REM-2025-00256, 06/04/2025 ,CC-102,syrah, Finca Barrancas ,21641,9116,12525.0,26.5,8648.8,Optima
 rem/00257 ,06/04/2025,CC-102,Bonarda, Finca Altamira ,25174,10687,14487.0,23.1,10525.6,optima
 rem/00258 ,2025/04/06,CC-102,syrah,Finca Agrelo,28813,8239,20574.0,24.3,15169.2,Optima
REM-2025-00259,2025-04-06, CC-102 ,Malbec, Finca Agrelo ,30641,9004,21637.0,23.7,14984.6,Optima
REM-2025-00260,07/04/2025, CC-102 ,cabernet franc,Finca Barrancas,26536,10711,15825.0,"26,1",11275.2, BUENA 
REM-2025-00261,2025-04-07, CC-101 ,syrah,Finca Agrelo,28654,9116,19538.0,"23,5",14224.6,Buena
REM-2025-00262,2025/04/07, CC-101 ,Chardonnay,Finca Agrelo,19678,8222,11456.0,"24,5",7831.4,optima
REM-2025-00263,07/04/2025, CC-101 ,Cabernet Franc,Finca Barrancas,31993,9163,22830.0,"25,0",15788.3, BUENA 
REM-2025-00264,2025-04-08,CC-101,bonarda,Finca Agrelo,25903,10906,14997.0,24.6,10844.1,Optima
REM-2025-00265,08/04/2025,CC-102,Chardonnay,Finca Gualtallary,28860,9054,19806.0,26.3,13531.9,optima
REM-2025-00266,2025/04/08, CC-101 ,Bonarda,Finca Gualtallary,29061,9412,19649.0,"23,2",14175.0,optima
REM-2025-00267,08/04/2025, CC-101 ,Chardonnay,Finca Altamira,19394,8098,11296.0,"26,1",8178.0,Aceptable
REM-2025-00268,09/04/2025, CC-101 , SYRAH , Finca Gualtallary ,23599,8061,15538.0,25.5,10826.7, BUENA 
REM-2025-00269,2025/04/09,CC-101, CHARDONNAY , Finca Gualtallary ,26789,8391,18398.0,24.2,13338.7,Buena
REM-2025-00270,2025/04/09,CC-102,cabernet franc,Finca Agrelo,20384,8809,11575.0,24.3,8260.9,
 rem/00271 ,2025-04-09,CC-102,Bonarda,Finca Gualtallary,29930,10799,19131.0,"24,3",14063.7,
REM-2025-00272,2025-04-10, CC-102 ,chardonnay, Finca Altamira ,25548,8880,16668.0,24.7,12130.6,Optima
REM-2025-00273,2025/04/10, CC-101 ,Malbec, Finca Altamira ,29377,10067,19310.0,"26,3",13895.9,Optima
REM-2025-00274,10/04/2025, CC-101 ,cabernet franc,Finca Gualtallary,20423,8165,12258.0,"24,2",8555.5,Optima
REM-2025-00275,2025-04-10, CC-102 , CABERNET FRANC , Finca Altamira ,24755,9625,15130.0,23.3,10474.7,Aceptable
REM_00276,2025-04-11, CC-101 , CABERNET FRANC ,Finca Altamira,22598,8912,13686.0,"23,0",9561.9,optima
REM-2025-00277,2025/04/11, CC-102 ,cabernet franc,Finca Agrelo,20735,8395,12340.0,"25,6",8935.6,
REM-2025-00278,2025-04-11,CC-102,Cabernet Franc,Finca Gualtallary,18974,8223,10751.0,23.6,7883.1,
REM-2025-00279, 2025/04/11 , CC-102 , CABERNET FRANC ,Finca Gualtallary,22211,8225,13986.0,23.5,9876.4,Buena
REM-2025-00280,2025-04-12, CC-101 ,Malbec,Finca Barrancas,19341,8209,11132.0,"24,0",8093.7,
REM-2025-00281,2025-04-12,CC-102,cabernet franc,Finca Gualtallary,31181,9881,21300.0,23.2,15423.0,optima
REM-2025-00282,2025-04-12, CC-102 ,chardonnay, Finca Altamira ,18393,10743,7650.0,"24,5",5236.7,optima
REM-2025-00283,2025/04/12, CC-102 ,cabernet franc,Finca Barrancas,18581,10042,8539.0,"25,2",6000.5,Aceptable
 rem/00284 ,2025-04-13,CC-101,syrah,Finca Altamira,21385,10268,11117.0,24.6,7738.9,Buena
REM-2025-00285,2025-04-13,CC-101, MALBEC ,Finca Altamira,29455,9543,19912.0,25.4,13579.0,Aceptable
REM_00286,2025-04-13,CC-101,Chardonnay,Finca Agrelo,22134,9316,12818.0,"24,7",9461.3,Buena
 rem/00287 ,2025-04-13, CC-101 ,Syrah,Finca Gualtallary,27319,10208,17111.0,22.8,12201.9,optima
REM-2025-00288, 2025-04-14 , CC-102 ,cabernet franc,Finca Barrancas,23153,10289,12864.0,26.5,9079.7, BUENA 
REM-2025-00289,2025/04/14,CC-102,Syrah,Finca Barrancas,24461,10070,14391.0,26.1,9951.0, BUENA 
REM_00290,2025-04-14,CC-102,chardonnay,Finca Barrancas,28940,9666,19274.0,"23,4",13898.7,
 rem/00291 ,2025-04-14, CC-101 ,Bonarda,Finca Altamira,25280,9067,16213.0,"25,3",11884.0,Optima
REM-2025-00292,15/04/2025, CC-102 , BONARDA ,Finca Altamira,27018,9890,,25.7,11703.9,optima
REM-2025-00293,2025-04-15, CC-102 ,bonarda,Finca Gualtallary,21179,10266,10913.0,22.8,8032.4,
 rem/00294 ,15/04/2025, CC-101 , MALBEC , Finca Gualtallary ,24371,9726,14645.0,25.1,10682.6,Aceptable
 rem/00295 ,15/04/2025, CC-102 , CHARDONNAY ,Finca Agrelo,25013,8837,16176.0,26.4,11692.6,
REM-2025-00296,2025/04/16,CC-101,Cabernet Franc,Finca Barrancas,29553,8995,20558.0,"24,6",14123.8,Buena
 rem/00297 ,16/04/2025, CC-101 ,malbec,Finca Agrelo,28165,10251,17914.0,23.0,12818.4,
REM-2025-00298,16/04/2025,CC-102,cabernet franc, Finca Agrelo ,28833,10228,,25.0,12662.6,Optima
REM-2025-00299,2025-04-16, CC-102 ,malbec,Finca Barrancas,22357,8783,13574.0,24.5,10004.4,Aceptable
REM-2025-00300,17/04/2025,CC-102,Chardonnay,Finca Gualtallary,31231,10730,20501.0,"24,2",14819.8,Optima
REM-2025-00301,2025/04/17, CC-102 ,Malbec, Finca Gualtallary ,28635,9772,,"23,7",13291.8,Buena
REM-2025-00302,2025-04-17,CC-102,Bonarda,Finca Gualtallary,29392,8048,21344.0,26.4,14681.2,optima
 rem/00303 ,17/04/2025,CC-101,Bonarda,Finca Barrancas,30823,8310,,22.6,15608.4,Optima
REM-2025-00304,18/04/2025, CC-102 ,syrah,Finca Barrancas,31520,10652,20868.0,23.3,14290.5,Buena
REM-2025-00305,2025/04/18,CC-101,malbec, Finca Agrelo ,18889,10058,8831.0,22.6,6353.9,optima
REM-2025-00306,2025-04-18,CC-101,cabernet franc,Finca Gualtallary,21523,9763,11760.0,24.7,8193.9,optima
REM_00307,18/04/2025,CC-101,syrah,Finca Agrelo,22690,10025,12665.0,"26,2",8769.2,Buena
REM-2025-00308,19/04/2025,CC-102, SYRAH , Finca Gualtallary ,25520,9419,16101.0,22.6,11036.5,Buena
REM-2025-00309,2025-04-19, CC-101 ,chardonnay,Finca Gualtallary,31439,10956,20483.0,25.5,14185.8,Aceptable
REM-2025-00310,2025/04/19, CC-102 , BONARDA ,Finca Gualtallary,21384,10122,11262.0,25.4,8082.0,optima
 rem/00311 , 2025-04-19 ,CC-101,cabernet franc, Finca Barrancas ,18028,8705,9323.0,"26,3",6717.9,Aceptable
REM-2025-00312,2025/04/20, CC-102 ,Malbec,Finca Gualtallary,24948,10987,13961.0,25.4,9560.5,Optima
REM-2025-00313, 20/04/2025 ,CC-101,Chardonnay,Finca Barrancas,26071,10276,15795.0,24.7,11595.1,Aceptable
REM-2025-00314,2025/04/20, CC-102 ,Chardonnay, Finca Altamira ,30229,8572,21657.0,23.4,15929.1,
 rem/00315 ,20/04/2025, CC-101 ,Cabernet Franc,Finca Gualtallary,22050,8325,13725.0,24.5,9383.5,Optima
REM-2025-00316,2025/04/21,CC-101,Malbec, Finca Altamira ,21777,9810,11967.0,25.0,8834.4,optima
REM-2025-00317,21/04/2025, CC-101 ,Bonarda,Finca Agrelo,21896,8164,13732.0,23.8,9765.4, BUENA 
REM-2025-00318,21/04/2025, CC-102 ,Syrah,Finca Barrancas,31464,9150,22314.0,25.2,15495.8, BUENA 
REM-2025-00319,2025/04/21,CC-102,Chardonnay,Finca Altamira,18091,8138,9953.0,"23,8",7079.7,Optima
REM_00320,22/04/2025,CC-101,bonarda,Finca Agrelo,30627,9075,21552.0,23.5,14688.8, BUENA 
REM_00321,2025/04/22,CC-102,Syrah,Finca Altamira,26990,8474,18516.0,24.7,12592.7,Buena
REM-2025-00322,2025/04/22, CC-101 , MALBEC ,Finca Altamira,20979,10969,,"23,5",7001.1,optima
REM_00323,22/04/2025, CC-102 , CABERNET FRANC ,Finca Altamira,25320,8513,16807.0,"24,8",11584.9, BUENA 
REM-2025-00324,2025-04-23,CC-101, MALBEC ,Finca Gualtallary,19699,9029,,25.3,7614.2,Optima
REM-2025-00325,2025/04/23,CC-101, BONARDA ,Finca Agrelo,31796,10648,,"25,5",15078.2,Buena
REM-2025-00326,2025-04-23,CC-101,malbec, Finca Gualtallary ,28400,10317,18083.0,23.2,12987.4,
REM-2025-00327, 23/04/2025 , CC-102 ,bonarda, Finca Barrancas ,19069,9167,9902.0,25.8,6769.0, BUENA 
REM_00328,2025/04/24, CC-102 ,Syrah, Finca Gualtallary ,22508,9755,,26.2,9057.0,Optima
REM_00329,2025/04/24,CC-102, BONARDA ,Finca Gualtallary,28514,10400,,26.2,13267.2, BUENA 
REM-2025-00330,2025/04/24, CC-102 ,Syrah, Finca Gualtallary ,21273,9685,11588.0,24.1,8207.1,optima
REM-2025-00331,24/04/2025,CC-101,Malbec,Finca Altamira,31017,8588,22429.0,25.7,15862.6,Aceptable
REM-2025-00332,2025-04-25,CC-102,Malbec, Finca Barrancas ,26002,8750,17252.0,"25,0",12231.2,optima
 rem/00333 ,2025-04-25,CC-101,chardonnay,Finca Gualtallary,27186,9583,17603.0,"26,1",12000.8, BUENA 
REM-2025-00334, 2025-04-25 ,CC-102,Syrah,Finca Agrelo,30764,10986,19778.0,24.8,14082.1,optima
REM-2025-00335,2025/04/25, CC-102 ,Malbec,Finca Agrelo,18056,9875,8181.0,"23,3",5818.4,Optima
 rem/00336 , 2025/04/26 , CC-102 ,Malbec,Finca Agrelo,22833,8201,14632.0,23.5,10668.4,Buena
 rem/00337 ,2025-04-26,CC-101,Malbec, Finca Altamira ,22311,10602,11709.0,23.3,8023.1, BUENA 
REM-2025-00338,2025/04/26,CC-102,Syrah,Finca Altamira,28488,8748,19740.0,22.7,14220.1, BUENA 
REM_00339,2025/04/26, CC-101 ,Bonarda,Finca Gualtallary,26625,9045,17580.0,25.2,12576.9,optima
REM-2025-00340, 27/04/2025 ,CC-101,Bonarda,Finca Altamira,25001,10098,14903.0,23.7,10603.0,optima
REM-2025-00341,2025-04-27,CC-101, MALBEC ,Finca Altamira,23061,8738,,"24,7",10442.9,Buena
REM-2025-00342,2025-04-27,CC-102, CABERNET FRANC ,Finca Agrelo,24691,9977,14714.0,25.7,10617.2,optima
REM-2025-00343,2025/04/27, CC-101 , CABERNET FRANC ,Finca Altamira,21241,8550,12691.0,24.3,9252.6,Aceptable
 rem/00344 ,28/04/2025,CC-101, BONARDA ,Finca Agrelo,28014,9824,,"26,2",13403.7,
REM-2025-00345, 2025/04/28 , CC-102 , CHARDONNAY ,Finca Altamira,30471,9687,20784.0,24.3,14893.4,
REM-2025-00346,28/04/2025,CC-101,Cabernet Franc, Finca Altamira ,25420,10747,14673.0,25.2,10177.3,optima
 rem/00347 ,2025/04/28,CC-102,bonarda, Finca Agrelo ,31098,10462,20636.0,25.3,14144.5,optima
REM-2025-00348,2025/04/29, CC-101 , BONARDA ,Finca Agrelo,23322,9644,13678.0,26.1,10036.6, BUENA 
REM-2025-00349,2025-04-29,CC-102,bonarda,Finca Gualtallary,25982,9080,16902.0,25.9,11583.4, BUENA 
REM-2025-00350,29/04/2025, CC-101 ,Cabernet Franc,Finca Gualtallary,21985,8593,13392.0,"23,8",9249.9,Buena
