VBELN,FKDAT,MATNR,KUNNR,FKIMG,NETWR,WAVWR,VKBUR,INCO1
90018065,2021-11-22,PRD-22,CLI-1516,67,651834.88,255729.78,CC-101,RETAIL
90022137,2023-10-10,PRD-27,CLI-1310,115,3298229.74,1642239.41,CC-202,RETAIL
90016032,27-09-2025,PRD-19,CLI-1126,119,26210140.88,10227012.03,CC-101,RETAIL
90025942,01/12/2022,prd-32,CLI-1733,43,997806.95,357421.03,cc-202,dist
90023963,2022/05/03,PRD-30,CLI-1080,171,2236115.52,820008.55,CC-101,HORECA
90021422,19/11/2022,PRD-26,CLI-1059,49,741083.85,298507.68,CC-101,DIST
90001459,2025/04/20,PRD-01,CLI-1697,134,11399427.56,5558843.58,CC-202,RETAIL
90020420,16-10-2025,PRD-24,CLI-1822,24,3720711.77,1447191.49,CC-101,DIST
90005349,2023-01-17,PRD-06,CLI-1111,150,1952116.6,922577.69,CC-202,HORECA
90027073,2023-05-17,PRD-33,CLI-1068,55,1722329.64,695686.25,CC-101,HORECA
90014588,25-09-2024,prd-17,CLI-1952,107,13928501.64,5405814.61,cc-101,horeca
90029740,08-07-2023,PRD-36,CLI-1907,117,5412919.72,2357449.58,CC-202,HORECA
90006300,03-10-2023,prd-07,CLI-1130,176,412398.89,3404971.79,cc-203,fob
90029013,2024-08-21,PRD-35,CLI-1124,95,17461134.02,7939117.5,CC-202,DIST
90028269,2025-08-17,PRD-34,CLI-1076,193,48124530.39,22600643.23,CC-101,RETAIL
90029840,18-12-2023,PRD-36,CLI-1064,102,8595446.58,4117479.37,CC-101,RETAIL
90006553,2021-01-22,PRD-08,CLI-1211,100,1658489.78,523244.27,CC-202,RETAIL
90015975,2025/04/20,PRD-19,CLI-1613,156,32197159.83,12674932.89,CC-202,DIST
90009656,18-09-2021,PRD-11,CLI-1750,194,288160.68,1293796.97,CC-203,FOB
90029693,2023-02-26,PRD-36,CLI-1629,64,1905345.17,910282.52,CC-202,RETAIL
90016695,2024/07/21,prd-20,CLI-1658,213,74546862.84,23020937.15,cc-101,horeca
90005229,2022-06-21,prd-06,CLI-1313,110,68800.66,450605.3,cc-203,fob
90026116,21-09-2023,PRD-32,CLI-1478,213,556346.45,3727582.39,CC-203,FOB
90020758,20/01/2023,PRD-25,CLI-1608,111,1052955.51,501603.27,CC-101,RETAIL
90028630,20/10/2022,prd-35,CLI-1831,26,718374.48,325486.04,cc-202,dist
90026359,2024/10/24,PRD-32,CLI-1593,103,15679351.48,5941828.97,CC-101,HORECA
90026783,2021/09/12,PRD-33,CLI-1375,68,57862.26,275302.59,CC-203,FOB
90005118,18/10/2021,PRD-06,CLI-1454,25,153102.91,72383.14,CC-101,RETAIL
90025327,2024/10/05,PRD-31,CLI-1208,163,24585760.93,9193370.28,CC-202,RETAIL
90022187,2024/05/22, prd-27 ,CLI-1911,77,5531440.47,2612744.4, cc-202 , horeca 
90015015,2022/09/16, prd-18 ,CLI-1794,166,2008161.89,972628.3, cc-101 , horeca 
90017189,2022-05-09,PRD-21,CLI-1596,202,86426.22,654272.95,CC-203,FOB
90010596,03-12-2022,PRD-12,CLI-1654,212,1896635.34,906520.91,CC-202,DIST
90006966,07/02/2023,PRD-08,CLI-1982,185,9939336.93,3178849.44,CC-101,RETAIL
90021440,01-12-2022,PRD-26,CLI-1755,180,3012151.39,1150007.27,CC-202,HORECA
90016545,2023-08-15,PRD-20,CLI-1244,37,3594134.13,1184700.91,CC-101,HORECA
90005370,19/03/2023,PRD-06,CLI-1086,182,2474726.88,1330323.07,CC-202,DIST
90024254,24/11/2023,PRD-30,CLI-1419,239,10576002.9,4449191.28,CC-202,HORECA
90009647,2021/08/25, prd-11 ,CLI-1677,107,2111804.4,679891.83, cc-202 , horeca 
90024310,05/04/2024, prd-30 ,CLI-1256,213,20302434.03,8093567.13, cc-101 , retail 
90008854,14/02/2022,PRD-10,CLI-1057,159,1833154.33,765811.39,CC-202,DIST
90030105,2025-06-05,PRD-36,CLI-1855,34,6814398.28,3207638.51,CC-202,DIST
90011093,2021-07-27,PRD-13,CLI-1723,49,390049.33,149382.95,CC-202,RETAIL
90003411,2025/09/25,PRD-03,CLI-1005,254,95938810.65,29476534.22,CC-101,DIST
90014949,2022-04-24, prd-18 ,CLI-1228,170,1481090.89,733613.33, cc-101 , retail 
90003060,19-08-2023,PRD-03,CLI-1812,149,11950392.86,3777869.75,CC-202,RETAIL
90004500,23-11-2022,PRD-05,CLI-1432,200,7970661.04,3188526.03,CC-202,HORECA
90014000,15-05-2025,prd-16,CLI-1801,154,11661324.11,6265656.4,cc-202,retail
90021279,2021/08/10,PRD-26,CLI-1770,233,1859539.84,679103.8,CC-202,RETAIL
90014797,2021-05-19,PRD-18,CLI-1928,46,286152.31,131110.91,CC-202,HORECA
90028172,24-12-2024,PRD-34,CLI-1959,56,11838964.31,5353422.27,CC-202,HORECA
90025156,26-10-2023,PRD-31,CLI-1313,132,6603515.51,2599237.7,CC-101,RETAIL
90010754,04/04/2024,PRD-12,CLI-1722,84,3917547.92,1899559.31,CC-101,RETAIL
90023768,05-05-2021,PRD-30,CLI-1906,226,1832088.74,688441.6,CC-101,RETAIL
90001875,2022/10/06,PRD-02,CLI-1969,247,4738316.44,1820681.96,CC-101,DIST
90009875,2023/01/16,PRD-11,CLI-1745,64,220347.88,977488.38,CC-203,FOB
90004560,25-05-2023,PRD-05,CLI-1338,97,5922677.78,2295280.76,CC-101,HORECA
90001481,2025-07-02,PRD-01,CLI-1026,246,20145781.33,10850398.06,CC-202,RETAIL
90001869,2022-10-24,prd-02,CLI-1107,47,50817.43,355160.72,cc-203,fob
90021123,2025/06/18,PRD-25,CLI-1264,222,14979830.27,7129018.39,CC-101,DIST
90021079,2025/02/10,PRD-25,CLI-1793,139,8558003.19,4297043.52,CC-101,DIST
90012183,2021/11/05,PRD-14,CLI-1145,217,1214761.74,560678.6,CC-202,RETAIL
90016680,04-06-2024,PRD-20,CLI-1853,158,3745389.17,15403042.4,CC-203,FOB
90013426,15/02/2025,prd-15,CLI-1356,92,793179.76,5491943.96,cc-203,fob
90022188,03-05-2024,PRD-27,CLI-1581,110,8059953.94,3801165.03,CC-202,HORECA
90023376,17-01-2024,PRD-29,CLI-1300,69,2744078.48,1252387.71,CC-101,DIST
90015453,2025-12-11,PRD-18,CLI-1830,110,14159757.33,7036055.89,CC-101,RETAIL
90023128,12-08-2022,prd-29,CLI-1387,229,1813788.05,912755.69,cc-202,horeca
90016913,2021-01-19,PRD-21 ,CLI-1360,73,295344.4,126174.83,CC-101 ,HORECA 
90017293,2022-11-15,PRD-21,CLI-1177,148,1480158.74,692162.05,CC-101,HORECA
90003846,04/10/2023,PRD-04,CLI-1236,219,11393560.63,5316706.84,CC-101,RETAIL
90026059,2023/07/16, prd-32 ,CLI-1531,118,4486156.9,1639903.36, cc-202 , dist 
90004481,2022-10-20,PRD-05,CLI-1930,149,404557.61,2313205.92,CC-203,FOB
90009167,2023/10/04,PRD-10,CLI-1047,152,469154.7,2969287.66,CC-203,FOB
90028822,26/09/2023,PRD-35,CLI-1763,71,4340744.15,2028537.62,CC-202,RETAIL
90025746,22/01/2022,prd-32,CLI-1413,151,115560.64,696294.6,cc-203,fob
90008240,17-01-2024,PRD-09,CLI-1260,42,1809909.59,861944.63,CC-202,HORECA
90020885,2023-11-27,PRD-25,CLI-1499,76,1774513.01,806089.84,CC-202,RETAIL
90029179,2025/05/20,PRD-35,CLI-1658,89,20080447.47,9560613.98,CC-101,HORECA
90025171,2023/11/23,PRD-31,CLI-1230,202,11293834.77,4455872.63,CC-202,DIST
90019654,18/02/2022,PRD-24,CLI-1738,78,856928.98,314641.78,CC-101,HORECA
90017228,10-08-2022,PRD-21,CLI-1279,149,1139582.46,596815.36,CC-202,DIST
90015525,2021-07-09,PRD-19,CLI-1736,169,2042868.08,813019.48,CC-101,RETAIL
90006649,2021-06-11,PRD-08,CLI-1581,38,731375.56,238057.69,CC-101,HORECA
90008568,11-07-2025,prd-09,CLI-1426,29,2585882.32,1281217.24,cc-101,horeca
90002724,07-10-2021,PRD-03,CLI-1677,90,1811718.61,615425.9,CC-202,RETAIL
90017014,24/08/2021,PRD-21,CLI-1489,75,363133.48,166968.67,CC-202,RETAIL
90016646,16/04/2024,prd-20,CLI-1840,136,40805683.1,12304630.1,cc-202,retail
90012313,2022-08-12,prd-14,CLI-1230,208,1912863.89,925586.16,cc-101,retail
90003399,2025/09/11, prd-03 ,CLI-1203,153,5918654.75,17266990.45, cc-203 , fob 
90005249,2022-08-01,PRD-06,CLI-1636,173,1642395.35,819380.6,CC-101,RETAIL
90005580,23-04-2024,PRD-06,CLI-1765,221,674408.52,6387839.74,CC-203,FOB
90020774,17/02/2023,PRD-25 ,CLI-1861,108,1108737.48,542321.45,CC-101 ,HORECA 
90009448,12-06-2025,PRD-10,CLI-1171,207,36108421.51,13912199.16,CC-101,RETAIL
90001087,2021/11/04,PRD-01,CLI-1107,214,1230738.74,586336.7,CC-101,HORECA
90019671,2022/03/20,PRD-24,CLI-1335,200,2136543.43,861321.27,CC-202,DIST
90021666,26/10/2024,PRD-26,CLI-1022,184,21499448.36,7864871.04,CC-101,HORECA
90008416,24-10-2024,PRD-09,CLI-1682,251,19421446.57,8817400.01,CC-202,HORECA
90003026,02/05/2023,PRD-03,CLI-1343,139,749884.73,2734020.73,CC-203,FOB
90024022,19/08/2022,PRD-30,CLI-1996,89,1326362.28,533768.01,CC-101,DIST
90015477,2021-03-24, prd-19 ,CLI-1045,213,2269852.06,864225.99, cc-101 , dist 
90024431,2024/10/12, prd-30 ,CLI-1799,207,25662323.68,10080451.02, cc-202 , dist 
90011184,18-11-2021,PRD-13,CLI-1570,73,48110.5,245627.18,CC-203,FOB
90007417,2025-06-24,PRD-08,CLI-1418,118,2243959.06,13818181.95,CC-203,FOB
90021791,2025/10/21, prd-26 ,CLI-1043,135,1962559.49,7642251.75, cc-203 , fob 
90007267,2024/08/09,PRD-08 ,CLI-1025,20,5594488.03,1881949.18,CC-202 ,RETAIL 
90027047,2023/03/06,PRD-33,CLI-1221,180,5008767.77,1940544.78,CC-202,RETAIL
90026132,05-10-2023,PRD-32,CLI-1054,63,3296908.58,1163560.19,CC-202,HORECA
90003491,2021/04/21,PRD-04,CLI-1242,167,1541646.79,693526.8,CC-202,RETAIL
90029699,2023/03/25,PRD-36,CLI-1614,243,8150125.38,3597717.67,CC-101,RETAIL
90022773,2025-01-12,PRD-28,CLI-1866,88,15430891.2,6086997.42,CC-101,DIST
90023810,01/08/2021,PRD-30,CLI-1980,202,1819521.11,678928.43,CC-202,RETAIL
90014411,2023/06/21,PRD-17,CLI-1384,115,3725808.26,1379387.17,CC-202,HORECA
90027669,2021-07-03,PRD-34,CLI-1839,37,494781.16,220476.51,CC-202,RETAIL
90013926,17/08/2024, prd-16 ,CLI-1228,45,2912106.12,1419092.78, cc-202 , retail 
90029726,09/05/2023,PRD-36,CLI-1302,38,1448916.08,677979.69,CC-202,HORECA
90017859,2025/08/25,PRD-21,CLI-1914,104,8446967.76,4142441.85,CC-202,DIST
90028875,2023/11/07, prd-35 ,CLI-1281,55,4266516.4,1948523.67, cc-101 , retail 
90019523,2021/07/27,prd-24,CLI-1737,103,896841.04,319806.99,cc-101,retail
90026314,27/08/2024,PRD-32,CLI-1336,84,11719066.77,4466448.89,CC-101,DIST
90008903,2022/06/23,PRD-10,CLI-1343,34,562628.91,194910.04,CC-101,RETAIL
90006683,2021/08/04,PRD-08,CLI-1255,85,1729109.47,586512.68,CC-202,RETAIL
90014834,05/08/2021,PRD-18,CLI-1930,67,425313.67,206075.94,CC-101,RETAIL
90009946,10/06/2023,PRD-11,CLI-1572,191,12740491.8,4220816.46,CC-101,DIST
90008341,2024-06-02,PRD-09,CLI-1721,39,2435356.5,1206662.58,CC-202,HORECA
90002818,19/05/2022,PRD-03,CLI-1708,172,380612.84,1636540.51,CC-203,FOB
90001600,26-05-2021,PRD-02,CLI-1293,128,99649.49,443940.3,CC-203,FOB
90026963,2022/09/19,PRD-33,CLI-1215,117,2227730.09,839161.51,CC-202,RETAIL
90026427,2025/02/21,PRD-32,CLI-1222,57,9563664.23,3468920.56,CC-101,RETAIL
90014818,13/07/2021,PRD-18,CLI-1239,231,1446265.36,700691.06,CC-101,DIST
90029405,2021-08-10,PRD-36,CLI-1382,139,1735878.96,785277.77,CC-202,DIST
90020167,2024/07/22,prd-24,CLI-1752,73,485190.71,3193011.96,cc-203,fob
90011407,2022/11/03, prd-13 ,CLI-1716,169,253720.0,1121087.51, cc-203 , fob 
90015136,09-07-2023, prd-18 ,CLI-1668,207,4387776.66,2275886.06, cc-202 , retail 
90021102,22/04/2025,PRD-25,CLI-1366,172,10780583.42,5420125.9,CC-101,HORECA
90027382,01/11/2024,PRD-33,CLI-1368,250,36082042.48,14719244.03,CC-101,RETAIL
90010688,18-10-2023,PRD-12,CLI-1967,139,2956186.59,1342802.02,CC-101,HORECA
90022128,15-10-2023,PRD-27,CLI-1833,75,2306737.11,1072939.87,CC-202,HORECA
90007193,2024-03-20,PRD-08,CLI-1526,100,1727311.27,7223038.36,CC-203,FOB
90021350,17/02/2022,prd-26,CLI-1338,87,62023.91,323136.42,cc-203,fob
90021532,24-08-2023,prd-26,CLI-1277,87,2613276.19,1028894.47,cc-101,retail
90001463,2025/05/26, prd-01 ,CLI-1626,40,3272132.3,1612425.24, cc-101 , retail 
90018813,2021-10-06,PRD-23,CLI-1279,145,67744.18,326930.07,CC-203,FOB
90013288,08-12-2023, prd-15 ,CLI-1812,138,9248663.85,3493598.93, cc-202 , retail 
90015076,17-01-2023,PRD-18,CLI-1476,204,3139367.78,1491900.38,CC-202,DIST
90002671,2021/08/22,PRD-03,CLI-1114,29,58845.85,179147.25,CC-203,FOB
90007512,24-11-2025,PRD-08,CLI-1831,119,3912118.47,15533896.41,CC-203,FOB
90014204,19-11-2021,PRD-17,CLI-1479,132,1263755.13,535020.45,CC-101,RETAIL
90024274,25/01/2024,PRD-30,CLI-1395,230,1235012.98,6548733.02,CC-203,FOB
90014481,2023-12-23,PRD-17,CLI-1091,118,7777224.83,3079959.88,CC-202,DIST
90013387,2024/10/06, prd-15 ,CLI-1149,202,29129175.36,10815898.09, cc-101 , retail 
90014728,18-10-2025,prd-17,CLI-1935,44,7702376.88,3071027.1,cc-101,retail
90001647,2021/07/24,PRD-02,CLI-1586,126,1241816.96,457874.51,CC-202,RETAIL
90020628,17-02-2022,PRD-25,CLI-1862,44,216628.93,103883.29,CC-101,HORECA
90008069,2023-03-06,PRD-09,CLI-1888,228,3220291.69,1520549.59,CC-202,RETAIL
90020140,10-05-2024,PRD-24,CLI-1320,65,6589398.8,2542475.97,CC-101,RETAIL
90027889,2023-01-27,PRD-34,CLI-1813,130,4482044.2,1891738.39,CC-202,HORECA
90002634,09/06/2021,PRD-03,CLI-1447,185,426816.67,1071678.89,CC-203,FOB
90024263,2023/12/20,PRD-30,CLI-1518,251,15273647.1,5742650.17,CC-101,RETAIL
90028694,25/02/2023,PRD-35,CLI-1689,245,8540440.74,3914368.11,CC-202,HORECA
90013976,09-02-2025,PRD-16,CLI-1208,216,15687814.57,7969386.67,CC-101,HORECA
90022317,2025-08-12,PRD-27,CLI-1393,25,2558132.2,1358018.05,CC-101,HORECA
90012533,2023-09-09,PRD-14,CLI-1229,169,292530.24,1804252.66,CC-203,FOB
90008108,09-05-2023,PRD-09,CLI-1871,111,1867298.38,862708.63,CC-202,RETAIL
90002512,05-10-2025,PRD-02,CLI-1030,127,1514655.33,8990599.12,CC-203,FOB
90021104,22-04-2025,PRD-25,CLI-1441,70,4477930.28,2150246.58,CC-202,RETAIL
90011110,12/07/2021, prd-13 ,CLI-1322,257,2007293.22,760857.66, cc-101 , dist 
90029727,2023/05/16,PRD-36,CLI-1438,115,4305612.8,2032160.55,CC-101,RETAIL
90014273,2022-05-25,prd-17,CLI-1397,81,1164112.58,435246.71,cc-202,retail
90021383,2022/07/26,PRD-26,CLI-1892,37,41938.89,178933.43,CC-203,FOB
90013422,27/02/2025,PRD-15,CLI-1738,72,10467581.31,4314830.13,CC-101,RETAIL
90029854,08/12/2023, prd-36 ,CLI-1141,240,19899687.26,9594876.02, cc-202 , horeca 
90023469,2024-08-27,PRD-29,CLI-1517,232,13574897.63,6592635.03,CC-101,HORECA
90006876,07-08-2022,PRD-08,CLI-1965,28,68071.94,339753.06,CC-203,FOB
90030097,2025-06-23,PRD-36,CLI-1543,225,273549.86,21753225.31,CC-203,FOB
90012664,07-07-2024,PRD-14,CLI-1675,184,11708591.86,5741618.85,CC-101,DIST
90026432,01-02-2025,prd-32,CLI-1167,234,36651131.78,14433926.41,cc-101,retail
90022660,14-12-2023, prd-28 ,CLI-1589,65,5437242.72,2027205.55, cc-101 , retail 
90027327,2024/08/26,PRD-33,CLI-1314,153,20722772.17,8166264.11,CC-202,RETAIL
90007977,2022-11-21,PRD-09,CLI-1654,57,646603.55,293752.76,CC-202,DIST
90012758,16/12/2024,PRD-14,CLI-1078,22,1654277.42,794688.03,CC-202,RETAIL
90011574,13/10/2023,PRD-13,CLI-1099,218,7903091.55,3170995.2,CC-101,RETAIL
90029375,2021/06/08,PRD-36,CLI-1964,80,986317.17,421013.92,CC-101,RETAIL
90003835,2023/09/02,PRD-04 ,CLI-1610,191,8348100.66,3895144.24,CC-202 ,RETAIL 
90021219,2021/01/10, prd-26 ,CLI-1750,117,669057.27,273884.9, cc-101 , retail 
90022789,2025-03-18,PRD-28 ,CLI-1605,170,1206926.26,12797421.29,CC-203 ,FOB 
90022004,05-09-2022,PRD-27,CLI-1209,37,426879.54,204911.6,CC-202,RETAIL
90017361,2023-04-21,PRD-21,CLI-1006,40,38403.07,264039.8,CC-203,FOB
90016314,17/05/2022,PRD-20,CLI-1838,214,599210.26,2503905.62,CC-203,FOB
90018977,2022-11-15,prd-23,CLI-1641,96,899653.64,434562.26,cc-202,retail
90003661,2022-07-17,prd-04,CLI-1800,254,4111409.28,2106018.56,cc-101,retail
90027301,2024-07-01,PRD-33,CLI-1503,154,20016862.69,7843754.37,CC-101,RETAIL
90013425,2025-02-13,PRD-15,CLI-1991,256,2374560.37,15350544.55,CC-203,FOB
90014608,06-11-2024, prd-17 ,CLI-1169,233,31301957.83,12334204.05, cc-202 , retail 
90010900,04-05-2025,PRD-12,CLI-1111,125,7973774.06,4247152.62,CC-202,RETAIL
90005549,2024-02-01,PRD-06,CLI-1822,124,6332104.34,3087010.32,CC-202,RETAIL
90011160,25-10-2021,PRD-13,CLI-1891,141,1082549.61,451184.85,CC-202,HORECA
90027234,16/02/2024,PRD-33,CLI-1082,170,15467987.87,6029653.42,CC-202,RETAIL
90020549,2021-07-19,PRD-25,CLI-1741,174,720783.25,324073.43,CC-101,DIST
90029628,25-10-2022,PRD-36,CLI-1363,138,3387821.45,1513392.18,CC-202,HORECA
90006251,2023/05/08,prd-07,CLI-1988,149,4991364.84,1881571.12,cc-202,retail
90020518,11/04/2021,PRD-25,CLI-1338,247,909428.0,429390.12,CC-202,RETAIL
90026057,2023-06-13,PRD-32,CLI-1742,107,3779531.6,1385858.19,CC-101,RETAIL
90008090,25/04/2023,PRD-09,CLI-1851,27,391453.2,205614.3,CC-202,RETAIL
90029579,2022/08/07, prd-36 ,CLI-1618,161,3426651.27,1601725.17, cc-101 , horeca 
90019440,27-02-2021,PRD-24,CLI-1514,230,1612310.44,586058.34,CC-202,DIST
90005143,2021/11/04,PRD-06,CLI-1629,33,200321.93,95063.92,CC-202,DIST
90022084,23-05-2023,PRD-27,CLI-1384,98,1904072.1,912979.34,CC-101,RETAIL
90006445,2025-01-01,PRD-07,CLI-1584,145,23908951.89,9027585.09,CC-202,RETAIL
90025286,20/08/2024,PRD-31,CLI-1967,247,2320486.45,13012755.01,CC-203,FOB
90021101,2025-04-19,PRD-25,CLI-1093,133,8624748.14,4397246.53,CC-101,DIST
90008831,2021/12/17,PRD-10,CLI-1248,70,792642.39,308625.89,CC-202,RETAIL
90022090,20/06/2023,PRD-27,CLI-1661,226,4397050.11,2222177.08,CC-101,DIST
90015435,2025/10/19,prd-18,CLI-1422,155,17762845.76,8519410.52,cc-101,horeca
90001222,09/03/2023,PRD-01 ,CLI-1900,107,1475820.37,671401.53,CC-101 ,RETAIL 
90011658,24/03/2024,PRD-13,CLI-1394,21,1740555.56,678483.84,CC-202,RETAIL
90026221,2024-03-03,PRD-32 ,CLI-1212,221,23813235.34,8949868.86,CC-202 ,RETAIL 
90024367,2024/08/20,prd-30,CLI-1253,99,11597293.39,4567375.63,cc-101,retail
90015374,13/05/2025,PRD-18,CLI-1568,47,4975028.74,2449391.33,CC-101,RETAIL
90012790,05/03/2025,PRD-14,CLI-1914,130,10646101.89,5130335.85,CC-101,RETAIL
90029540,14-05-2022,prd-36,CLI-1872,82,1460974.46,699467.71,cc-101,retail
90024405,2024-09-27,PRD-30,CLI-1310,158,18179894.2,7266000.87,CC-202,RETAIL
90016243,2021/12/26,PRD-20,CLI-1487,93,2502756.0,820713.15,CC-101,RETAIL
90028526,10/03/2022,PRD-35,CLI-1027,123,2307642.86,1040100.73,CC-202,RETAIL
90003800,22-07-2023,PRD-04,CLI-1815,203,7108187.79,3502451.33,CC-202,RETAIL
90023536,24-11-2024,PRD-29,CLI-1115,207,13324012.9,6666550.12,CC-101,RETAIL
90001322,10/12/2023,PRD-01,CLI-1477,196,6862771.4,3280443.18,CC-101,RETAIL
90012614,16/03/2024,prd-14,CLI-1536,106,394800.04,2713093.7,cc-203,fob
90026986,05/10/2022,PRD-33,CLI-1139,96,149689.85,760078.35,CC-203,FOB
90011167,2021/10/23,PRD-13 ,CLI-1611,219,147332.38,722834.77,CC-203 ,FOB 
90026859,2022/01/15,prd-33,CLI-1890,161,1988324.99,736170.29,cc-202,horeca
90003384,22-07-2025,PRD-03,CLI-1233,129,46086307.42,14465065.29,CC-202,DIST
90010730,26/01/2024,PRD-12,CLI-1358,245,8599113.86,4105505.46,CC-202,RETAIL
90011625,2023-12-08,PRD-13,CLI-1094,171,789749.02,3619309.62,CC-203,FOB
90024823,2021/11/24,PRD-31,CLI-1233,50,566076.23,211824.76,CC-202,HORECA
90011983,2025/10/07,PRD-13,CLI-1186,37,5674825.38,2125115.39,CC-202,RETAIL
90002166,04/02/2024,PRD-02,CLI-1708,137,13292680.26,4830871.42,CC-202,RETAIL
90021205,2025-12-20,PRD-25,CLI-1354,155,11600717.5,5934876.95,CC-101,DIST
90021253,2021-06-02,PRD-26,CLI-1808,79,565077.6,222001.46,CC-101,DIST
90014154,21/07/2021,prd-17,CLI-1456,142,114721.18,503061.8,cc-203,fob
90007695,2021/09/11,PRD-09,CLI-1137,158,851970.49,402450.04,CC-202,DIST
90027798,14/05/2022,PRD-34,CLI-1937,39,779949.3,370986.73,CC-202,RETAIL
90007335,2024/12/11,PRD-08,CLI-1327,36,12137057.06,3641020.63,CC-202,RETAIL
90006070,11/11/2021,PRD-07,CLI-1088,76,66648.52,334781.0,CC-203,FOB
90011227,2022/01/09,PRD-13,CLI-1269,187,1746637.84,709037.09,CC-101,RETAIL
90024877,2022-04-17,PRD-31,CLI-1372,132,2012229.12,726514.29,CC-101,RETAIL
90021178,21/09/2025,PRD-25,CLI-1190,64,4335537.23,2260836.67,CC-101,HORECA
90023031,2022/01/08,PRD-29,CLI-1078,232,1203371.99,602381.41,CC-101,RETAIL
90013920,26-08-2024,PRD-16,CLI-1185,177,11316946.95,5683500.79,CC-202,HORECA
90009995,2023/09/15,PRD-11,CLI-1507,58,5475372.78,1706851.11,CC-202,RETAIL
90029030,08/08/2024,PRD-35,CLI-1218,140,26974341.89,11902752.25,CC-202,RETAIL
90024359,2024/07/02,PRD-30,CLI-1319,216,23173704.14,9515090.17,CC-202,HORECA
90025951,2022/12/11,PRD-32,CLI-1312,136,237430.85,1142861.68,CC-203,FOB
90027277,2024-05-05,PRD-33,CLI-1483,235,2408200.36,11035735.54,CC-203,FOB
90003068,19-08-2023,PRD-03 ,CLI-1501,146,11656140.81,3629345.42,CC-202 ,RETAIL 
90026828,03-11-2021,PRD-33,CLI-1974,247,2884466.9,1029458.98,CC-202,HORECA
90004483,2022/10/11,PRD-05,CLI-1852,233,8952147.94,3439908.98,CC-101,RETAIL
90012285,2022-07-24,prd-14,CLI-1524,50,434108.16,202444.18,cc-202,horeca
90012832,27-06-2025,PRD-14,CLI-1762,174,15479646.94,7359809.07,CC-101,HORECA
90020153,2024-06-21,prd-24,CLI-1394,185,1022553.66,7351041.98,cc-203,fob
90010088,10-04-2024,PRD-11 ,CLI-1753,120,2495054.99,8676225.67,CC-203 ,FOB 
90014127,2021/05/06,PRD-17,CLI-1275,61,545139.29,205908.95,CC-101,DIST
90008618,15/10/2025,PRD-09,CLI-1567,247,23660209.89,12027056.28,CC-202,DIST
90007313,2024-10-24,PRD-08,CLI-1052,29,679782.51,2867297.7,CC-203,FOB
90013584,01-07-2021,PRD-16,CLI-1114,82,386255.88,196699.09,CC-202,RETAIL
90008978,17/10/2022,PRD-10,CLI-1728,234,5019869.69,1805844.46,CC-202,RETAIL
90023199,2022/12/21, prd-29 ,CLI-1802,214,2136071.5,1006892.83, cc-202 , horeca 
90006020,16-07-2021,prd-07,CLI-1587,72,747733.44,284619.3,cc-202,dist
90006911,2022/10/13,PRD-08,CLI-1213,201,8415979.46,2651481.92,CC-202,RETAIL
90008072,14-03-2023,PRD-09,CLI-1327,51,714746.23,339893.97,CC-202,RETAIL
90008223,2023/11/21,PRD-09,CLI-1197,212,6133679.49,2880154.23,CC-101,DIST
90022144,21-11-2023,PRD-27,CLI-1621,129,4379731.56,2108500.13,CC-101,RETAIL
90010870,24/02/2025,PRD-12,CLI-1361,95,5852664.5,2930900.86,CC-202,HORECA
90016364,07-08-2022,PRD-20,CLI-1259,206,483015.08,3063976.63,CC-203,FOB
90018376,05-09-2023,PRD-22,CLI-1991,212,8285097.16,3318312.19,CC-101,RETAIL
90007274,27/08/2024,PRD-08,CLI-1336,190,55807252.79,17116633.05,CC-202,HORECA
90015226,19/04/2024,PRD-18,CLI-1937,77,5365408.89,2709664.58,CC-101,RETAIL
90003390,06/08/2025,PRD-03,CLI-1445,132,5371867.93,14552088.76,CC-203,FOB
90015509,2021-06-16,PRD-19 ,CLI-1603,26,294409.99,117285.97,CC-101 ,RETAIL 
90005508,27-11-2023,PRD-06,CLI-1209,91,2654874.87,1292151.97,CC-101,HORECA
90003449,2025-12-14,PRD-03,CLI-1029,186,72591097.13,23054750.33,CC-202,DIST
90017926,17/12/2025,PRD-21,CLI-1840,102,9117224.11,4490610.43,CC-101,RETAIL
90017097,2021-12-10,PRD-21,CLI-1372,225,1231438.19,533119.55,CC-101,RETAIL
90021968,04-05-2022,PRD-27,CLI-1272,82,770297.33,362741.4,CC-202,HORECA
90008092,26-04-2023,prd-09,CLI-1709,249,3864676.7,1806177.02,cc-202,dist
90019650,19/01/2022,PRD-24,CLI-1973,94,882643.98,354704.74,CC-202,HORECA
90001365,2024-05-26,prd-01,CLI-1620,218,12799358.69,6361216.83,cc-202,horeca
90014574,13/07/2024,prd-17,CLI-1576,30,221108.21,1399060.09,cc-203,fob
90022376,14-03-2021,PRD-28,CLI-1015,194,1934615.67,762779.14,CC-202,RETAIL
90002972,22-01-2023,PRD-03,CLI-1954,220,8980641.68,3187619.59,CC-202,RETAIL
90014945,2022-04-22,prd-18,CLI-1101,35,321397.91,150407.88,cc-101,horeca
90016133,2021-05-03,PRD-20 ,CLI-1290,199,4494052.28,1450446.88,CC-202 ,DIST 
90022366,22/01/2021,PRD-28,CLI-1829,101,60206.11,345873.25,CC-203,FOB
90022828,16-08-2025,PRD-28 ,CLI-1327,41,362364.93,3346829.48,CC-203 ,FOB 
