RemitoID,DateKey,Fecha,CentroCostoID,VariedadUva,FincaOrigen,KilosEntrada,GradosBrix,LitrosMostoObtenido,RendimientoExtraccionPct,CalificacionSanitaria,UbicacionGeografica,Latitud,Longitud
REM-2025-00139,20250307,2025-03-07,CC-102,Cabernet Franc,Finca Barrancas,10523.0,26.1,7210.8,0.6852,Aceptable,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00140,20250308,2025-03-08,CC-102,Bonarda,Finca Gualtallary,10881.0,25.8,7915.7,0.7275,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00141,20250308,2025-03-08,CC-101,Bonarda,Finca Barrancas,19162.0,25.7,14007.6,0.731,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00142,20250308,2025-03-08,CC-101,Malbec,Finca Barrancas,9284.0,26.3,6340.9,0.683,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00143,20250308,2025-03-08,CC-101,Bonarda,Finca Barrancas,22335.0,24.7,15959.4,0.7145,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00144,20250309,2025-03-09,CC-101,Bonarda,Finca Gualtallary,11977.0,26.4,8529.9,0.7122,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00145,20250309,2025-03-09,CC-101,Cabernet Franc,Finca Gualtallary,16324.0,23.5,11787.3,0.7221,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00146,20250309,2025-03-09,CC-101,Chardonnay,Finca Agrelo,20040.0,22.7,14347.9,0.716,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00147,20250309,2025-03-09,CC-102,Bonarda,Finca Altamira,16865.0,24.7,11933.2,0.7076,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00148,20250310,2025-03-10,CC-102,Syrah,Finca Agrelo,17385.0,25.2,11952.8,0.6875,Aceptable,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00149,20250310,2025-03-10,CC-102,Cabernet Franc,Finca Gualtallary,16873.0,23.3,11801.1,0.6994,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00150,20250310,2025-03-10,CC-102,Malbec,Finca Altamira,12658.0,24.6,9260.5,0.7316,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00151,20250310,2025-03-10,CC-101,Syrah,Finca Altamira,21251.0,22.8,15270.6,0.7186,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00152,20250311,2025-03-11,CC-102,Chardonnay,Finca Altamira,19561.0,24.8,13613.9,0.696,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00153,20250311,2025-03-11,CC-101,Malbec,Finca Barrancas,12058.0,23.0,8649.7,0.7173,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00154,20250311,2025-03-11,CC-101,Bonarda,Finca Agrelo,19269.0,23.3,13952.7,0.7241,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00155,20250311,2025-03-11,CC-101,Chardonnay,Finca Agrelo,14080.0,24.7,10035.9,0.7128,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00156,20250312,2025-03-12,CC-102,Bonarda,Finca Barrancas,20878.0,24.2,15265.9,0.7312,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00157,20250312,2025-03-12,CC-101,Syrah,Finca Agrelo,17118.0,22.9,11733.4,0.6854,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00158,20250312,2025-03-12,CC-102,Cabernet Franc,Finca Altamira,9848.0,26.0,6772.8,0.6877,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00159,20250312,2025-03-12,CC-102,Syrah,Finca Barrancas,21291.0,22.9,15273.9,0.7174,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00160,20250313,2025-03-13,CC-102,Chardonnay,Finca Barrancas,16126.0,25.3,11059.2,0.6858,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00161,20250313,2025-03-13,CC-101,Syrah,Finca Gualtallary,17279.0,23.8,12540.9,0.7258,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00162,20250313,2025-03-13,CC-102,Malbec,Finca Barrancas,21937.0,24.0,15467.2,0.7051,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00163,20250313,2025-03-13,CC-102,Cabernet Franc,Finca Barrancas,22681.0,23.7,16037.2,0.7071,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00164,20250314,2025-03-14,CC-101,Syrah,Finca Barrancas,15053.0,25.5,10331.6,0.6863,Aceptable,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00165,20250314,2025-03-14,CC-102,Malbec,Finca Altamira,17448.0,23.3,12361.4,0.7085,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00166,20250314,2025-03-14,CC-102,Syrah,Finca Agrelo,19009.0,24.6,13375.7,0.7037,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00167,20250314,2025-03-14,CC-102,Chardonnay,Finca Altamira,14443.0,24.4,10246.1,0.7094,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00168,20250315,2025-03-15,CC-102,Syrah,Finca Barrancas,17117.0,25.8,12054.0,0.7042,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00169,20250315,2025-03-15,CC-101,Chardonnay,Finca Altamira,17169.0,24.5,12265.0,0.7144,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00170,20250315,2025-03-15,CC-101,Bonarda,Finca Altamira,20645.0,25.7,14641.2,0.7092,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00171,20250315,2025-03-15,CC-102,Malbec,Finca Agrelo,9675.0,22.9,6717.6,0.6943,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00172,20250316,2025-03-16,CC-102,Cabernet Franc,Finca Gualtallary,15114.0,25.6,10432.2,0.6902,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00173,20250316,2025-03-16,CC-102,Cabernet Franc,Finca Gualtallary,13726.0,25.3,10056.2,0.7326,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00174,20250316,2025-03-16,CC-101,Bonarda,Finca Barrancas,18808.0,22.8,13126.3,0.6979,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00175,20250316,2025-03-16,CC-102,Cabernet Franc,Finca Barrancas,17985.0,23.6,12428.8,0.6911,Aceptable,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00176,20250317,2025-03-17,CC-101,Malbec,Finca Altamira,12749.0,25.5,8826.9,0.6924,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00177,20250317,2025-03-17,CC-101,Cabernet Franc,Finca Altamira,21431.0,22.6,15111.8,0.7051,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00178,20250317,2025-03-17,CC-101,Syrah,Finca Altamira,15983.0,23.9,11409.1,0.7138,Aceptable,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00179,20250317,2025-03-17,CC-101,Chardonnay,Finca Altamira,8361.0,25.5,5711.7,0.6831,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00180,20250318,2025-03-18,CC-102,Syrah,Finca Gualtallary,16783.0,26.0,11767.4,0.7011,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00181,20250318,2025-03-18,CC-102,Chardonnay,Finca Agrelo,11691.0,23.6,8137.5,0.696,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00182,20250318,2025-03-18,CC-101,Syrah,Finca Barrancas,18868.0,23.0,12970.3,0.6874,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00183,20250318,2025-03-18,CC-102,Chardonnay,Finca Barrancas,13273.0,25.4,9281.7,0.6993,Aceptable,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00184,20250319,2025-03-19,CC-102,Chardonnay,Finca Agrelo,17458.0,23.0,12829.6,0.7349,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00185,20250319,2025-03-19,CC-101,Chardonnay,Finca Barrancas,15773.0,24.3,10761.6,0.6823,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00186,20250319,2025-03-19,CC-102,Cabernet Franc,Finca Altamira,21596.0,24.6,14947.1,0.6921,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00187,20250319,2025-03-19,CC-102,Chardonnay,Finca Altamira,9993.0,24.0,7297.2,0.7302,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00188,20250320,2025-03-20,CC-101,Bonarda,Finca Barrancas,21722.0,24.5,15162.0,0.698,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00189,20250320,2025-03-20,CC-102,Syrah,Finca Barrancas,9981.0,25.2,6907.3,0.692,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00190,20250320,2025-03-20,CC-101,Malbec,Finca Agrelo,12987.0,23.3,9075.4,0.6988,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00191,20250320,2025-03-20,CC-101,Chardonnay,Finca Gualtallary,13909.0,25.1,10041.8,0.722,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00192,20250321,2025-03-21,CC-101,Cabernet Franc,Finca Agrelo,13179.0,25.7,9330.5,0.708,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00193,20250321,2025-03-21,CC-101,Malbec,Finca Barrancas,17990.0,22.9,13178.7,0.7326,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00194,20250321,2025-03-21,CC-102,Bonarda,Finca Agrelo,19006.0,22.9,12955.4,0.6816,Aceptable,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00195,20250321,2025-03-21,CC-102,Bonarda,Finca Altamira,10833.0,26.3,7743.3,0.7148,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00196,20250322,2025-03-22,CC-102,Cabernet Franc,Finca Gualtallary,20007.0,25.4,14211.4,0.7103,Aceptable,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00197,20250322,2025-03-22,CC-102,Bonarda,Finca Gualtallary,17972.0,23.3,13025.0,0.7247,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00198,20250322,2025-03-22,CC-101,Chardonnay,Finca Barrancas,17996.0,25.2,12770.1,0.7096,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00199,20250322,2025-03-22,CC-102,Cabernet Franc,Finca Altamira,16536.0,22.6,11968.7,0.7238,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00200,20250323,2025-03-23,CC-101,Malbec,Finca Agrelo,18001.0,22.7,12726.8,0.707,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00201,20250323,2025-03-23,CC-101,Chardonnay,Finca Altamira,13024.0,22.7,8967.4,0.6885,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00202,20250323,2025-03-23,CC-101,Cabernet Franc,Finca Agrelo,16869.0,23.6,11844.8,0.7022,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00203,20250323,2025-03-23,CC-102,Chardonnay,Finca Altamira,14989.0,26.0,10201.5,0.6806,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00204,20250324,2025-03-24,CC-101,Malbec,Finca Altamira,13880.0,24.8,9714.6,0.6999,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00205,20250324,2025-03-24,CC-102,Cabernet Franc,Finca Gualtallary,11016.0,24.5,7820.8,0.7099,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00206,20250324,2025-03-24,CC-102,Chardonnay,Finca Agrelo,11090.0,24.1,7701.6,0.6945,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00207,20250324,2025-03-24,CC-101,Chardonnay,Finca Gualtallary,17213.0,22.9,11970.1,0.6954,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00208,20250325,2025-03-25,CC-102,Chardonnay,Finca Gualtallary,20867.0,22.9,14438.7,0.6919,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00209,20250325,2025-03-25,CC-102,Chardonnay,Finca Barrancas,16777.0,22.5,12051.3,0.7183,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00210,20250325,2025-03-25,CC-102,Bonarda,Finca Barrancas,12775.0,26.2,8758.8,0.6856,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00211,20250325,2025-03-25,CC-101,Bonarda,Finca Altamira,10719.0,24.9,7289.7,0.6801,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00212,20250326,2025-03-26,CC-102,Bonarda,Finca Agrelo,18266.0,25.1,12520.0,0.6854,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00213,20250326,2025-03-26,CC-102,Cabernet Franc,Finca Gualtallary,20927.0,23.8,14735.4,0.7041,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00214,20250326,2025-03-26,CC-102,Chardonnay,Finca Gualtallary,11710.0,26.1,8449.4,0.7216,Aceptable,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00215,20250326,2025-03-26,CC-102,Bonarda,Finca Gualtallary,15920.0,25.6,11592.8,0.7282,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00216,20250327,2025-03-27,CC-101,Cabernet Franc,Finca Agrelo,12006.0,24.0,8433.0,0.7024,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00217,20250327,2025-03-27,CC-102,Malbec,Finca Gualtallary,14823.0,23.9,10441.1,0.7044,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00218,20250327,2025-03-27,CC-102,Syrah,Finca Gualtallary,14160.0,22.9,10162.5,0.7177,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00219,20250327,2025-03-27,CC-101,Chardonnay,Finca Altamira,13068.0,25.6,9192.2,0.7034,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00220,20250328,2025-03-28,CC-101,Cabernet Franc,Finca Agrelo,9265.0,26.1,6608.2,0.7132,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00221,20250328,2025-03-28,CC-101,Syrah,Finca Gualtallary,19584.0,24.0,14307.8,0.7306,Aceptable,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00222,20250328,2025-03-28,CC-101,Malbec,Finca Gualtallary,17028.0,25.1,12464.7,0.732,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00223,20250328,2025-03-28,CC-102,Cabernet Franc,Finca Agrelo,20096.0,26.2,13779.6,0.6857,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00224,20250329,2025-03-29,CC-102,Malbec,Finca Agrelo,15591.0,25.5,11310.0,0.7254,Aceptable,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00225,20250329,2025-03-29,CC-101,Bonarda,Finca Barrancas,9145.0,23.2,6656.1,0.7278,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00226,20250329,2025-03-29,CC-102,Cabernet Franc,Finca Agrelo,21061.0,24.4,14541.3,0.6904,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00227,20250329,2025-03-29,CC-101,Syrah,Finca Barrancas,17912.0,23.0,12597.8,0.7033,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00228,20250330,2025-03-30,CC-101,Cabernet Franc,Finca Barrancas,15524.0,26.2,11183.3,0.7204,Aceptable,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00229,20250330,2025-03-30,CC-101,Syrah,Finca Gualtallary,14273.0,23.0,10434.9,0.7311,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00230,20250330,2025-03-30,CC-102,Bonarda,Finca Barrancas,9902.0,26.4,7233.9,0.7305,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00231,20250330,2025-03-30,CC-102,Cabernet Franc,Finca Gualtallary,20294.0,26.4,13918.5,0.6858,Aceptable,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00232,20250331,2025-03-31,CC-101,Chardonnay,Finca Barrancas,21106.0,23.9,15527.7,0.7357,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00233,20250331,2025-03-31,CC-101,Malbec,Finca Agrelo,16565.0,24.7,11851.5,0.7155,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00234,20250331,2025-03-31,CC-101,Malbec,Finca Barrancas,21759.0,23.5,15272.1,0.7019,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00235,20250331,2025-03-31,CC-102,Cabernet Franc,Finca Altamira,21651.0,24.7,15766.9,0.7282,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00236,20250401,2025-04-01,CC-101,Cabernet Franc,Finca Gualtallary,11349.0,22.7,7978.8,0.703,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00237,20250401,2025-04-01,CC-101,Malbec,Finca Barrancas,17126.0,23.1,11751.0,0.6861,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00238,20250401,2025-04-01,CC-102,Cabernet Franc,Finca Gualtallary,17641.0,23.1,12408.1,0.7034,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00239,20250401,2025-04-01,CC-102,Syrah,Finca Altamira,8738.0,26.5,6308.0,0.7219,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00240,20250402,2025-04-02,CC-102,Chardonnay,Finca Gualtallary,16727.0,25.2,12079.1,0.7221,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00241,20250402,2025-04-02,CC-102,Syrah,Finca Agrelo,10024.0,25.6,7082.6,0.7066,Aceptable,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00242,20250402,2025-04-02,CC-101,Malbec,Finca Altamira,19800.0,25.6,13918.2,0.7029,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00243,20250402,2025-04-02,CC-102,Malbec,Finca Agrelo,12449.0,24.0,8739.7,0.702,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00244,20250403,2025-04-03,CC-102,Bonarda,Finca Gualtallary,19332.0,25.9,14176.5,0.7333,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00245,20250403,2025-04-03,CC-101,Cabernet Franc,Finca Altamira,13642.0,25.4,9535.6,0.699,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00246,20250403,2025-04-03,CC-101,Bonarda,Finca Agrelo,9333.0,23.3,6661.1,0.7137,Aceptable,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00247,20250403,2025-04-03,CC-101,Malbec,Finca Agrelo,8821.0,22.8,6360.8,0.7211,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00248,20250404,2025-04-04,CC-102,Syrah,Finca Agrelo,12534.0,24.7,8793.4,0.7016,Aceptable,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00249,20250404,2025-04-04,CC-102,Syrah,Finca Gualtallary,18639.0,26.3,13131.6,0.7045,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00250,20250404,2025-04-04,CC-101,Bonarda,Finca Agrelo,12163.0,23.4,8985.2,0.7387,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00251,20250404,2025-04-04,CC-102,Malbec,Finca Barrancas,10840.0,23.6,7645.4,0.7053,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00252,20250405,2025-04-05,CC-102,Malbec,Finca Barrancas,21158.0,23.2,14628.6,0.6914,Aceptable,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00253,20250405,2025-04-05,CC-102,Chardonnay,Finca Gualtallary,16623.0,25.2,11408.6,0.6863,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00254,20250405,2025-04-05,CC-102,Cabernet Franc,Finca Altamira,13641.0,25.8,9617.8,0.7051,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00255,20250405,2025-04-05,CC-101,Malbec,Finca Altamira,23370.0,24.2,16870.1,0.7219,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00256,20250406,2025-04-06,CC-102,Syrah,Finca Barrancas,12525.0,26.5,8648.8,0.6905,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00257,20250406,2025-04-06,CC-102,Bonarda,Finca Altamira,14487.0,23.1,10525.6,0.7266,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00258,20250406,2025-04-06,CC-102,Syrah,Finca Agrelo,20574.0,24.3,15169.2,0.7373,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00259,20250406,2025-04-06,CC-102,Malbec,Finca Agrelo,21637.0,23.7,14984.6,0.6925,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00260,20250407,2025-04-07,CC-102,Cabernet Franc,Finca Barrancas,15825.0,26.1,11275.2,0.7125,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00261,20250407,2025-04-07,CC-101,Syrah,Finca Agrelo,19538.0,23.5,14224.6,0.728,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00262,20250407,2025-04-07,CC-101,Chardonnay,Finca Agrelo,11456.0,24.5,7831.4,0.6836,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00263,20250407,2025-04-07,CC-101,Cabernet Franc,Finca Barrancas,22830.0,25.0,15788.3,0.6916,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00264,20250408,2025-04-08,CC-101,Bonarda,Finca Agrelo,14997.0,24.6,10844.1,0.7231,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00265,20250408,2025-04-08,CC-102,Chardonnay,Finca Gualtallary,19806.0,26.3,13531.9,0.6832,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00266,20250408,2025-04-08,CC-101,Bonarda,Finca Gualtallary,19649.0,23.2,14175.0,0.7214,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00267,20250408,2025-04-08,CC-101,Chardonnay,Finca Altamira,11296.0,26.1,8178.0,0.724,Aceptable,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00268,20250409,2025-04-09,CC-101,Syrah,Finca Gualtallary,15538.0,25.5,10826.7,0.6968,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00269,20250409,2025-04-09,CC-101,Chardonnay,Finca Gualtallary,18398.0,24.2,13338.7,0.725,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00270,20250409,2025-04-09,CC-102,Cabernet Franc,Finca Agrelo,11575.0,24.3,8260.9,0.7137,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00271,20250409,2025-04-09,CC-102,Bonarda,Finca Gualtallary,19131.0,24.3,14063.7,0.7351,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00272,20250410,2025-04-10,CC-102,Chardonnay,Finca Altamira,16668.0,24.7,12130.6,0.7278,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00273,20250410,2025-04-10,CC-101,Malbec,Finca Altamira,19310.0,26.3,13895.9,0.7196,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00274,20250410,2025-04-10,CC-101,Cabernet Franc,Finca Gualtallary,12258.0,24.2,8555.5,0.698,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00275,20250410,2025-04-10,CC-102,Cabernet Franc,Finca Altamira,15130.0,23.3,10474.7,0.6923,Aceptable,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00276,20250411,2025-04-11,CC-101,Cabernet Franc,Finca Altamira,13686.0,23.0,9561.9,0.6987,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00277,20250411,2025-04-11,CC-102,Cabernet Franc,Finca Agrelo,12340.0,25.6,8935.6,0.7241,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
