TransaccionID,DateKey,Fecha,ProductoID,CentroCostoID,VolumenReal,PrecioRealUnit,CostoRealUnit,IngresosReales,CostoReal,MargenBrutoReal,CanalVenta
TRX-90009876,20230115,2023-01-15,PRD-11,CC-202,129.0,48689.5,14980.72,6280945.34,1932512.94,4348432.4,Canal Horeca
TRX-90015222,20240419,2024-04-19,PRD-18,CC-101,24.0,70312.83,35077.56,1687508.0,841861.32,845646.68,Supermercados
TRX-90014595,20240904,2024-09-04,PRD-17,CC-203,43.0,8735.11,50914.49,375609.76,2189323.21,-1813713.45,Exportacion Directa
TRX-90002784,20220313,2022-03-13,PRD-03,CC-202,207.0,26146.57,8365.71,5412340.47,1731702.59,3680637.88,Supermercados
TRX-90029902,20240416,2024-04-16,PRD-36,CC-101,59.0,137395.72,64279.56,8106347.6,3792493.88,4313853.72,Distribuidor Mayorista
TRX-90008809,20211008,2021-10-08,PRD-10,CC-202,49.0,10986.57,4064.75,538342.08,199172.92,339169.16,Canal Horeca
TRX-90014246,20220210,2022-02-10,PRD-17,CC-202,239.0,10697.77,4504.81,2556766.64,1076648.92,1480117.72,Supermercados
TRX-90022158,20240108,2024-01-08,PRD-27,CC-101,83.0,49189.64,24604.9,4082740.48,2042206.57,2040533.91,Canal Horeca
TRX-90007162,20240108,2024-01-08,PRD-08,CC-203,22.0,23991.5,57746.13,527812.9,1270414.89,-742601.99,Exportacion Directa
TRX-90025048,20230318,2023-03-18,PRD-31,CC-202,208.0,27880.31,10575.98,5799104.08,2199804.88,3599299.2,Supermercados
TRX-90025579,20210414,2021-04-14,PRD-32,CC-202,22.0,9693.01,3409.27,213246.28,75003.89,138242.39,Supermercados
TRX-90021397,20220824,2022-08-24,PRD-26,CC-101,214.0,13474.58,5041.54,2883560.72,1078889.04,1804671.68,Distribuidor Mayorista
TRX-90012281,20220722,2022-07-22,PRD-14,CC-202,113.0,8826.51,4109.78,997396.01,464405.27,532990.74,Distribuidor Mayorista
TRX-90016855,20250816,2025-08-16,PRD-20,CC-202,49.0,453799.11,148413.55,22236156.49,7272263.96,14963892.53,Canal Horeca
TRX-90029271,20251005,2025-10-05,PRD-35,CC-101,200.0,247197.68,114475.28,49439535.1,22895056.23,26544478.87,Distribuidor Mayorista
TRX-90007880,20220709,2022-07-09,PRD-09,CC-203,250.0,430.16,4167.09,107539.5,1041773.56,-934234.06,Exportacion Directa
TRX-90026763,20210827,2021-08-27,PRD-33,CC-202,45.0,10702.8,3871.19,481626.01,174203.45,307422.56,Supermercados
TRX-90010443,20210816,2021-08-16,PRD-12,CC-101,49.0,4056.04,1984.59,198745.8,97244.75,101501.05,Supermercados
TRX-90024165,20230612,2023-06-12,PRD-30,CC-203,240.0,2014.88,11360.35,483571.69,2726484.9,-2242913.21,Exportacion Directa
TRX-90029835,20231118,2023-11-18,PRD-36,CC-101,132.0,71001.44,30667.23,9372189.79,4048074.38,5324115.41,Supermercados
TRX-90003842,20231007,2023-10-07,PRD-04,CC-101,161.0,50434.55,24316.01,8119962.82,3914876.92,4205085.9,Distribuidor Mayorista
TRX-90008333,20240618,2024-06-18,PRD-09,CC-202,223.0,62981.1,30737.3,14044786.14,6854416.82,7190369.32,Supermercados
TRX-90011710,20240712,2024-07-12,PRD-13,CC-203,59.0,8920.28,40821.69,526296.33,2408479.9,-1882183.57,Exportacion Directa
TRX-90006402,20240914,2024-09-14,PRD-07,CC-203,119.0,8705.2,57204.14,1035918.9,6807292.99,-5771374.09,Exportacion Directa
TRX-90015572,20220121,2022-01-21,PRD-19,CC-101,216.0,14932.43,5743.5,3225403.81,1240596.25,1984807.56,Supermercados
TRX-90014535,20240512,2024-05-12,PRD-17,CC-202,33.0,102866.64,41648.49,3394599.1,1374400.03,2020199.07,Supermercados
TRX-90007421,20250606,2025-06-06,PRD-08,CC-203,182.0,19824.9,117379.61,3608131.11,21363088.22,-17754957.11,Exportacion Directa
TRX-90014473,20231119,2023-11-19,PRD-17,CC-202,172.0,51360.81,19892.66,8834059.96,3421537.36,5412522.6,Canal Horeca
TRX-90024147,20230527,2023-05-27,PRD-30,CC-203,89.0,1533.03,10575.86,136439.46,941251.32,-804811.86,Exportacion Directa
TRX-90023356,20231220,2023-12-20,PRD-29,CC-101,108.0,31196.22,14542.24,3369191.41,1570562.35,1798629.06,Distribuidor Mayorista
TRX-90001340,20240312,2024-03-12,PRD-01,CC-101,232.0,50662.18,25483.22,11753626.1,5912107.03,5841519.07,Canal Horeca
TRX-90016107,20210306,2021-03-06,PRD-20,CC-203,81.0,2402.88,6787.13,194633.13,549757.87,-355124.74,Exportacion Directa
TRX-90004152,20251018,2025-10-18,PRD-04,CC-101,139.0,172227.8,90231.35,23939664.46,12542157.54,11397506.92,Supermercados
TRX-90003183,20240406,2024-04-06,PRD-03,CC-203,194.0,16639.51,71840.62,3228064.26,13937079.74,-10709015.48,Exportacion Directa
TRX-90020745,20221123,2022-11-23,PRD-25,CC-202,44.0,7908.12,3792.34,347957.1,166862.85,181094.25,Supermercados
TRX-90012377,20221110,2022-11-10,PRD-14,CC-101,166.0,10321.39,5179.85,1713350.67,859854.98,853495.69,Canal Horeca
TRX-90003462,20210123,2021-01-23,PRD-04,CC-202,257.0,8781.56,3860.21,2256861.8,992074.8,1264787.0,Canal Horeca
TRX-90022769,20241209,2024-12-09,PRD-28,CC-203,106.0,8420.98,69048.8,892623.71,7319172.64,-6426548.93,Exportacion Directa
TRX-90012628,20240402,2024-04-02,PRD-14,CC-101,72.0,55646.77,27848.5,4006567.1,2005091.72,2001475.38,Canal Horeca
TRX-90005251,20220824,2022-08-24,PRD-06,CC-101,80.0,9306.73,4659.59,744538.64,372766.84,371771.8,Distribuidor Mayorista
TRX-90004753,20240709,2024-07-09,PRD-05,CC-203,209.0,11957.42,99241.77,2499101.22,20741530.21,-18242428.99,Exportacion Directa
TRX-90012949,20251207,2025-12-07,PRD-14,CC-101,154.0,106257.2,45486.84,16363608.48,7004973.7,9358634.78,Canal Horeca
TRX-90022909,20210327,2021-03-27,PRD-29,CC-202,156.0,3923.07,1839.27,611998.42,286925.96,325072.46,Supermercados
TRX-90006307,20231016,2023-10-16,PRD-07,CC-203,88.0,2437.33,19956.7,214485.05,1756189.48,-1541704.43,Exportacion Directa
TRX-90026498,20250616,2025-06-16,PRD-32,CC-202,46.0,182288.86,66733.42,8385287.72,3069737.28,5315550.44,Canal Horeca
TRX-90005834,20250607,2025-06-07,PRD-06,CC-101,204.0,91921.93,46512.56,18752073.86,9488562.91,9263510.95,Supermercados
TRX-90002153,20240121,2024-01-21,PRD-02,CC-202,105.0,79285.94,31613.97,8325023.64,3319467.17,5005556.47,Canal Horeca
TRX-90001236,20230404,2023-04-04,PRD-01,CC-101,68.0,14989.87,7112.74,1019311.09,483666.6,535644.49,Supermercados
TRX-90026400,20241218,2024-12-18,PRD-32,CC-202,194.0,156298.4,59134.81,30321889.94,11472153.64,18849736.3,Supermercados
TRX-90023335,20231101,2023-11-01,PRD-29,CC-203,124.0,1121.57,11977.8,139074.45,1485247.42,-1346172.97,Exportacion Directa
TRX-90004983,20251107,2025-11-07,PRD-05,CC-101,144.0,397185.36,146676.59,57194692.08,21121429.19,36073262.89,Supermercados
TRX-90009459,20250701,2025-07-01,PRD-10,CC-203,248.0,10386.37,67928.76,2575818.6,16846332.21,-14270513.61,Exportacion Directa
TRX-90004950,20250818,2025-08-18,PRD-05,CC-101,213.0,330628.28,136106.01,70423824.19,28990579.92,41433244.27,Supermercados
TRX-90024111,20230308,2023-03-08,PRD-30,CC-203,37.0,1360.44,9182.82,50336.22,339764.17,-289427.95,Exportacion Directa
TRX-90024968,20221017,2022-10-17,PRD-31,CC-203,112.0,1382.2,7426.73,154806.43,831793.76,-676987.33,Exportacion Directa
TRX-90025618,20210725,2021-07-25,PRD-32,CC-202,165.0,9404.07,3762.65,1551670.96,620837.37,930833.59,Canal Horeca
TRX-90021983,20220807,2022-08-07,PRD-27,CC-101,64.0,11142.64,5209.57,713129.0,333412.6,379716.4,Supermercados
TRX-90025668,20210903,2021-09-03,PRD-32,CC-203,69.0,1196.59,3981.02,82564.67,274690.34,-192125.67,Exportacion Directa
TRX-90025374,20250215,2025-02-15,PRD-31,CC-101,98.0,146007.64,59273.21,14308749.18,5808774.31,8499974.87,Supermercados
TRX-90006267,20230622,2023-06-22,PRD-07,CC-101,79.0,35328.79,13550.2,2790974.35,1070465.87,1720508.48,Supermercados
TRX-90008673,20251223,2025-12-23,PRD-09,CC-101,26.0,92843.98,50303.09,2413943.43,1307880.45,1106062.98,Supermercados
TRX-90012296,20220709,2022-07-09,PRD-14,CC-202,147.0,8505.29,4043.52,1250277.04,594397.04,655880.0,Distribuidor Mayorista
TRX-90010119,20240713,2024-07-13,PRD-11,CC-203,94.0,26697.51,85554.32,2509566.03,8042106.4,-5532540.37,Exportacion Directa
TRX-90002805,20220410,2022-04-10,PRD-03,CC-202,167.0,26830.71,8941.2,4480728.61,1493180.98,2987547.63,Distribuidor Mayorista
TRX-90027657,20210623,2021-06-23,PRD-34,CC-202,46.0,14020.19,5852.46,644928.94,269213.22,375715.72,Distribuidor Mayorista
TRX-90010805,20240903,2024-09-03,PRD-12,CC-202,209.0,55250.14,27108.28,11547280.07,5665630.51,5881649.56,Canal Horeca
TRX-90004974,20251007,2025-10-07,PRD-05,CC-101,154.0,373533.98,137068.77,57524232.78,21108590.4,36415642.38,Canal Horeca
TRX-90007149,20231205,2023-12-05,PRD-08,CC-203,201.0,11800.44,47199.77,2371888.92,9487154.5,-7115265.58,Exportacion Directa
TRX-90004180,20251202,2025-12-02,PRD-04,CC-202,121.0,189783.86,95383.86,22963847.09,11541446.48,11422400.61,Supermercados
TRX-90015218,20240424,2024-04-24,PRD-18,CC-202,142.0,70194.42,34422.55,9967607.26,4888002.75,5079604.51,Supermercados
TRX-90013874,20240325,2024-03-25,PRD-16,CC-101,178.0,50408.6,24436.08,8972730.71,4349621.44,4623109.27,Supermercados
TRX-90025289,20240805,2024-08-05,PRD-31,CC-101,124.0,132172.64,52269.74,16389406.75,6481447.56,9907959.19,Supermercados
TRX-90008882,20220401,2022-04-01,PRD-10,CC-101,129.0,12642.98,5402.66,1630944.37,696942.84,934001.53,Distribuidor Mayorista
TRX-90028322,20210125,2021-01-25,PRD-35,CC-101,88.0,11203.38,5089.77,985897.03,447900.08,537996.95,Canal Horeca
TRX-90028053,20240327,2024-03-27,PRD-34,CC-101,120.0,132748.88,64382.09,15929865.87,7725851.27,8204014.6,Supermercados
TRX-90025027,20230225,2023-02-25,PRD-31,CC-101,91.0,27597.0,9819.23,2511326.65,893549.49,1617777.16,Supermercados
TRX-90007876,20220604,2022-06-04,PRD-09,CC-101,96.0,7938.0,3739.84,762047.64,359024.73,403022.91,Canal Horeca
TRX-90004231,20210523,2021-05-23,PRD-05,CC-203,155.0,1055.34,6840.39,163577.64,1060261.02,-896683.38,Exportacion Directa
TRX-90001114,20220322,2022-03-22,PRD-01,CC-101,141.0,6827.81,3314.23,962720.9,467306.53,495414.37,Distribuidor Mayorista
TRX-90005408,20230523,2023-05-23,PRD-06,CC-202,147.0,16811.77,8034.71,2471330.29,1181102.51,1290227.78,Distribuidor Mayorista
TRX-90029130,20250314,2025-03-14,PRD-35,CC-202,181.0,220631.82,105161.05,39934359.76,19034150.77,20900208.99,Distribuidor Mayorista
TRX-90009005,20221206,2022-12-06,PRD-10,CC-203,123.0,1226.78,8670.43,150893.7,1066462.29,-915568.59,Exportacion Directa
TRX-90020778,20230220,2023-02-20,PRD-25,CC-202,183.0,10440.48,4878.64,1910607.13,892790.56,1017816.57,Distribuidor Mayorista
TRX-90007034,20230726,2023-07-26,PRD-08,CC-202,258.0,76940.89,23552.95,19850750.09,6076661.83,13774088.26,Supermercados
TRX-90010062,20240227,2024-02-27,PRD-11,CC-101,96.0,204143.72,61511.07,19597797.02,5905063.12,13692733.9,Distribuidor Mayorista
TRX-90004474,20220924,2022-09-24,PRD-05,CC-203,36.0,2446.29,14451.59,88066.43,520257.16,-432190.73,Exportacion Directa
TRX-90004263,20210705,2021-07-05,PRD-05,CC-202,122.0,18226.62,7066.09,2223647.07,862063.5,1361583.57,Supermercados
TRX-90011617,20231225,2023-12-25,PRD-13,CC-203,142.0,4578.23,20730.57,650109.12,2943740.6,-2293631.48,Exportacion Directa
TRX-90010563,20220905,2022-09-05,PRD-12,CC-203,53.0,648.5,3724.11,34370.32,197377.7,-163007.38,Exportacion Directa
TRX-90014872,20211023,2021-10-23,PRD-18,CC-101,94.0,6850.57,3326.45,643953.48,312686.54,331266.94,Canal Horeca
TRX-90028674,20221221,2022-12-21,PRD-35,CC-202,242.0,31387.74,13584.35,7595833.81,3287413.39,4308420.42,Supermercados
TRX-90026871,20220315,2022-03-15,PRD-33,CC-101,64.0,12881.45,5185.47,824413.09,331870.33,492542.76,Supermercados
TRX-90021131,20250726,2025-07-26,PRD-25,CC-101,222.0,65422.27,32934.88,14523744.78,7311544.34,7212200.44,Supermercados
TRX-90015671,20221007,2022-10-07,PRD-19,CC-203,156.0,1254.86,8965.95,195757.89,1398687.75,-1202929.86,Exportacion Directa
TRX-90015219,20240412,2024-04-12,PRD-18,CC-202,45.0,65333.98,33545.92,2940029.29,1509566.47,1430462.82,Supermercados
TRX-90022757,20241110,2024-11-10,PRD-28,CC-203,190.0,9160.88,66610.18,1740568.11,12655934.32,-10915366.21,Exportacion Directa
TRX-90008296,20240408,2024-04-08,PRD-09,CC-202,259.0,60735.66,27847.9,15730535.57,7212606.35,8517929.22,Supermercados
TRX-90025510,20251002,2025-10-02,PRD-31,CC-202,38.0,189353.76,73289.61,7195442.81,2785005.21,4410437.6,Canal Horeca
TRX-90006139,20220717,2022-07-17,PRD-07,CC-202,81.0,16404.95,6735.59,1328801.05,545582.75,783218.3,Supermercados
TRX-90010203,20241202,2024-12-02,PRD-11,CC-101,170.0,310689.75,98199.39,52817257.13,16693896.22,36123360.91,Supermercados
TRX-90030161,20251009,2025-10-09,PRD-36,CC-101,135.0,222657.53,103182.6,30058766.24,13929651.51,16129114.73,Canal Horeca
TRX-90015460,20210115,2021-01-15,PRD-19,CC-203,129.0,808.91,3793.29,104349.84,489333.77,-384983.93,Exportacion Directa
TRX-90027764,20220325,2022-03-25,PRD-34,CC-101,179.0,18430.05,8363.65,3298979.11,1497092.59,1801886.52,Supermercados
TRX-90027109,20230709,2023-07-09,PRD-33,CC-202,209.0,37605.05,13920.66,7859455.89,2909418.97,4950036.92,Supermercados
TRX-90028889,20231221,2023-12-21,PRD-35,CC-202,25.0,93608.26,43994.17,2340206.53,1099854.22,1240352.31,Distribuidor Mayorista
TRX-90028902,20240114,2024-01-14,PRD-35,CC-202,39.0,112608.71,52940.04,4391739.6,2064661.6,2327078.0,Supermercados
TRX-90017352,20230304,2023-03-04,PRD-21,CC-101,132.0,11932.94,5923.46,1575148.06,781896.92,793251.14,Supermercados
TRX-90015247,20240602,2024-06-02,PRD-18,CC-202,152.0,74701.93,37333.22,11354693.4,5674649.89,5680043.51,Supermercados
TRX-90009445,20250626,2025-06-26,PRD-10,CC-202,142.0,176379.76,69167.79,25045925.88,9821825.64,15224100.24,Supermercados
TRX-90004726,20240420,2024-04-20,PRD-05,CC-202,210.0,210424.62,82568.76,44189169.25,17339438.61,26849730.64,Canal Horeca
TRX-90018539,20241113,2024-11-13,PRD-22,CC-203,80.0,7386.51,49883.69,590921.14,3990695.25,-3399774.11,Exportacion Directa
TRX-90013062,20211203,2021-12-03,PRD-15,CC-203,65.0,696.14,4377.5,45249.23,284537.78,-239288.55,Exportacion Directa
TRX-90011496,20230420,2023-04-20,PRD-13,CC-202,97.0,24220.79,9059.02,2349416.33,878725.24,1470691.09,Supermercados
TRX-90026101,20230808,2023-08-08,PRD-32,CC-202,140.0,37004.45,15663.76,5180622.45,2192926.84,2987695.61,Distribuidor Mayorista
TRX-90003760,20230413,2023-04-13,PRD-04,CC-202,189.0,29709.83,14621.39,5615157.35,2763442.84,2851714.51,Supermercados
TRX-90015920,20241002,2024-10-02,PRD-19,CC-101,158.0,171055.42,66164.74,27026756.08,10454028.58,16572727.5,Supermercados
TRX-90012576,20231214,2023-12-14,PRD-14,CC-202,148.0,34936.16,16343.56,5170551.33,2418846.65,2751704.68,Distribuidor Mayorista
TRX-90024463,20250117,2025-01-17,PRD-30,CC-203,109.0,7832.6,50755.6,853753.29,5532360.42,-4678607.13,Exportacion Directa
TRX-90022999,20211119,2021-11-19,PRD-29,CC-202,56.0,5049.48,2359.06,282770.93,132107.48,150663.45,Distribuidor Mayorista
TRX-90003504,20210524,2021-05-24,PRD-04,CC-101,33.0,10014.34,4525.25,330473.38,149333.11,181140.27,Distribuidor Mayorista
TRX-90013297,20240226,2024-02-26,PRD-15,CC-203,33.0,6494.92,35544.88,214332.3,1172980.99,-958648.69,Exportacion Directa
TRX-90026547,20250811,2025-08-11,PRD-32,CC-202,95.0,186766.75,69609.67,17742841.04,6612919.07,11129921.97,Canal Horeca
TRX-90008931,20220704,2022-07-04,PRD-10,CC-202,41.0,16170.18,6660.25,662977.19,273070.45,389906.74,Canal Horeca
TRX-90029886,20240306,2024-03-06,PRD-36,CC-101,241.0,129104.75,59243.88,31114244.08,14277775.03,16836469.05,Distribuidor Mayorista
TRX-90020375,20250822,2025-08-22,PRD-24,CC-203,189.0,9878.24,59334.84,1866987.77,11214284.85,-9347297.08,Exportacion Directa
TRX-90012839,20250705,2025-07-05,PRD-14,CC-101,129.0,87761.02,41555.18,11321171.37,5360618.47,5960552.9,Distribuidor Mayorista
TRX-90006487,20250611,2025-06-11,PRD-07,CC-202,101.0,171861.99,69045.32,17358060.51,6973577.66,10384482.85,Distribuidor Mayorista
TRX-90021764,20250817,2025-08-17,PRD-26,CC-202,190.0,146309.46,51431.04,27798796.89,9771897.39,18026899.5,Distribuidor Mayorista
TRX-90021261,20210701,2021-07-01,PRD-26,CC-203,138.0,775.64,2983.78,107037.67,411761.27,-304723.6,Exportacion Directa
TRX-90015446,20251105,2025-11-05,PRD-18,CC-202,36.0,118364.49,56466.67,4261121.6,2032800.23,2228321.37,Supermercados
TRX-90014735,20251125,2025-11-25,PRD-17,CC-203,124.0,10847.16,68482.82,1345047.28,8491869.48,-7146822.2,Exportacion Directa
TRX-90011865,20250410,2025-04-10,PRD-13,CC-101,143.0,133458.36,50487.13,19084545.52,7219658.91,11864886.61,Canal Horeca
TRX-90016744,20241024,2024-10-24,PRD-20,CC-203,208.0,16064.93,112851.61,3341506.16,23473134.96,-20131628.8,Exportacion Directa
TRX-90026911,20220627,2022-06-27,PRD-33,CC-203,150.0,905.09,6082.52,135763.22,912377.28,-776614.06,Exportacion Directa
TRX-90014580,20240809,2024-08-09,PRD-17,CC-101,71.0,128234.8,48701.37,9104670.51,3457797.13,5646873.38,Distribuidor Mayorista
TRX-90001872,20221008,2022-10-08,PRD-02,CC-101,63.0,19442.52,7396.39,1224878.75,465972.82,758905.93,Distribuidor Mayorista
TRX-90028106,20240702,2024-07-02,PRD-34,CC-101,104.0,170903.37,81663.9,17773950.94,8493045.27,9280905.67,Distribuidor Mayorista
TRX-90021172,20250904,2025-09-04,PRD-25,CC-202,107.0,70314.26,34732.08,7523625.73,3716332.44,3807293.29,Canal Horeca
TRX-90017807,20250601,2025-06-01,PRD-21,CC-202,236.0,74097.79,39366.0,17487078.31,9290375.91,8196702.4,Supermercados
TRX-90018225,20221023,2022-10-23,PRD-22,CC-202,195.0,17670.85,7114.35,3445815.53,1387298.96,2058516.57,Distribuidor Mayorista
TRX-90014036,20251002,2025-10-02,PRD-16,CC-203,42.0,5736.71,45512.65,240941.87,1911531.22,-1670589.35,Exportacion Directa
TRX-90024189,20230822,2023-08-22,PRD-30,CC-203,139.0,2405.14,13596.32,334313.93,1889888.64,-1555574.71,Exportacion Directa
TRX-90020871,20231021,2023-10-21,PRD-25,CC-203,127.0,1632.77,9094.34,207361.21,1154980.74,-947619.53,Exportacion Directa
TRX-90028961,20240526,2024-05-26,PRD-35,CC-101,58.0,179591.79,75081.88,10416323.66,4354749.02,6061574.64,Canal Horeca
TRX-90025326,20241027,2024-10-27,PRD-31,CC-101,169.0,147279.63,57660.86,24890258.29,9744685.72,15145572.57,Canal Horeca
TRX-90025101,20230727,2023-07-27,PRD-31,CC-203,62.0,3225.67,13845.05,199991.76,858393.38,-658401.62,Exportacion Directa
TRX-90002625,20210520,2021-05-20,PRD-03,CC-203,132.0,2116.91,5741.98,279432.76,757941.99,-478509.23,Exportacion Directa
TRX-90008463,20241203,2024-12-03,PRD-09,CC-202,146.0,82337.52,38495.28,12021278.32,5620311.35,6400966.97,Distribuidor Mayorista
TRX-90017703,20241117,2024-11-17,PRD-21,CC-203,242.0,3465.88,34292.39,838741.97,8298757.71,-7460015.74,Exportacion Directa
TRX-90028450,20211011,2021-10-11,PRD-35,CC-202,39.0,15631.95,6809.8,609645.88,265582.12,344063.76,Supermercados
TRX-90010759,20240515,2024-05-15,PRD-12,CC-101,110.0,47301.8,23723.61,5203198.15,2609596.61,2593601.54,Canal Horeca
TRX-90005983,20210509,2021-05-09,PRD-07,CC-203,181.0,860.78,3744.77,155801.57,677803.13,-522001.56,Exportacion Directa
TRX-90004320,20211127,2021-11-27,PRD-05,CC-203,225.0,2014.91,8336.33,453354.85,1875673.14,-1422318.29,Exportacion Directa
TRX-90024174,20230710,2023-07-10,PRD-30,CC-101,39.0,33033.68,11645.09,1288313.69,454158.55,834155.14,Supermercados
TRX-90014012,20250726,2025-07-26,PRD-16,CC-202,156.0,85659.33,41102.3,13362855.82,6411958.4,6950897.42,Canal Horeca
TRX-90019241,20241102,2024-11-02,PRD-23,CC-203,196.0,5176.36,30974.21,1014566.33,6070946.05,-5056379.72,Exportacion Directa
TRX-90017139,20220202,2022-02-02,PRD-21,CC-202,78.0,5581.45,2643.06,435353.11,206158.87,229194.24,Distribuidor Mayorista
TRX-90004459,20220816,2022-08-16,PRD-05,CC-202,45.0,32961.79,13119.34,1483280.57,590370.43,892910.14,Distribuidor Mayorista
TRX-90013029,20210925,2021-09-25,PRD-15,CC-202,200.0,9911.37,3908.49,1982273.89,781698.63,1200575.26,Supermercados
TRX-90024534,20250516,2025-05-16,PRD-30,CC-101,88.0,141818.51,56455.56,12480028.61,4968089.29,7511939.32,Supermercados
TRX-90028700,20230203,2023-02-03,PRD-35,CC-101,219.0,37397.16,16032.27,8189978.78,3511066.61,4678912.17,Canal Horeca
TRX-90013057,20211211,2021-12-11,PRD-15,CC-203,36.0,669.15,4134.1,24089.43,148827.57,-124738.14,Exportacion Directa
TRX-90003394,20250919,2025-09-19,PRD-03,CC-203,119.0,39336.77,113281.37,4681075.04,13480483.58,-8799408.54,Exportacion Directa
TRX-90027744,20211225,2021-12-25,PRD-34,CC-101,160.0,16741.31,7213.48,2678609.54,1154156.51,1524453.03,Supermercados
TRX-90015215,20240317,2024-03-17,PRD-18,CC-202,167.0,62995.1,32391.28,10520181.15,5409343.49,5110837.66,Canal Horeca
TRX-90011968,20250923,2025-09-23,PRD-13,CC-101,24.0,134354.55,54141.23,3224509.28,1299389.53,1925119.75,Distribuidor Mayorista
TRX-90024208,20230906,2023-09-06,PRD-30,CC-203,113.0,3171.9,14798.26,358424.68,1672203.12,-1313778.44,Exportacion Directa
TRX-90002579,20210220,2021-02-20,PRD-03,CC-203,78.0,2137.44,5182.45,166720.14,404230.79,-237510.65,Exportacion Directa
TRX-90027475,20250511,2025-05-11,PRD-33,CC-203,40.0,13953.55,68166.55,558141.91,2726661.89,-2168519.98,Exportacion Directa
TRX-90004351,20211227,2021-12-27,PRD-05,CC-203,103.0,1966.38,8106.89,202536.95,835009.5,-632472.55,Exportacion Directa
TRX-90027988,20231003,2023-10-03,PRD-34,CC-202,254.0,70513.3,30957.48,17910379.15,7863200.87,10047178.28,Canal Horeca
TRX-90003022,20230519,2023-05-19,PRD-03,CC-203,81.0,5623.75,19819.07,455524.1,1605344.53,-1149820.43,Exportacion Directa
TRX-90001195,20221120,2022-11-20,PRD-01,CC-202,165.0,10558.85,4986.8,1742210.13,822821.6,919388.53,Supermercados
TRX-90020404,20250901,2025-09-01,PRD-24,CC-202,68.0,146148.08,58292.18,9938069.49,3963868.3,5974201.19,Distribuidor Mayorista
TRX-90007946,20220924,2022-09-24,PRD-09,CC-101,42.0,10715.25,4731.16,450040.6,198708.85,251331.75,Canal Horeca
TRX-90013559,20210514,2021-05-14,PRD-16,CC-202,142.0,4652.69,2146.58,660682.21,304813.7,355868.51,Supermercados
TRX-90001158,20220824,2022-08-24,PRD-01,CC-202,243.0,8722.73,4348.93,2119622.52,1056790.89,1062831.63,Distribuidor Mayorista
TRX-90001097,20220125,2022-01-25,PRD-01,CC-202,251.0,6226.36,2766.23,1562817.26,694323.1,868494.16,Supermercados
TRX-90007799,20220220,2022-02-20,PRD-09,CC-101,143.0,6309.38,3109.13,902240.64,444605.5,457635.14,Canal Horeca
TRX-90019695,20220414,2022-04-14,PRD-24,CC-202,147.0,11244.53,4733.63,1652946.4,695843.4,957103.0,Supermercados
TRX-90013159,20221020,2022-10-20,PRD-15,CC-203,254.0,1154.61,7967.63,293269.72,2023777.24,-1730507.52,Exportacion Directa
TRX-90021909,20211025,2021-10-25,PRD-27,CC-203,78.0,450.08,3116.75,35106.37,243106.18,-207999.81,Exportacion Directa
TRX-90025224,20240417,2024-04-17,PRD-31,CC-202,30.0,119119.57,43705.31,3573587.22,1311159.36,2262427.86,Canal Horeca
TRX-90012196,20211207,2021-12-07,PRD-14,CC-202,51.0,5859.32,2753.68,298825.55,140437.83,158387.72,Supermercados
TRX-90008889,20220515,2022-05-15,PRD-10,CC-101,29.0,14994.36,5703.29,434836.33,165395.54,269440.79,Supermercados
TRX-90007555,20210104,2021-01-04,PRD-09,CC-202,218.0,4233.08,1933.63,922811.34,421530.79,501280.55,Canal Horeca
TRX-90009396,20250219,2025-02-19,PRD-10,CC-203,185.0,7302.73,58253.01,1351004.43,10776806.69,-9425802.26,Exportacion Directa
TRX-90020356,20250716,2025-07-16,PRD-24,CC-202,21.0,144992.31,57021.7,3044838.55,1197455.62,1847382.93,Distribuidor Mayorista
TRX-90023351,20231103,2023-11-03,PRD-29,CC-202,242.0,25110.26,12153.36,6076683.88,2941112.14,3135571.74,Supermercados
TRX-90019324,20250604,2025-06-04,PRD-23,CC-202,100.0,70545.62,36241.52,7054562.31,3624152.27,3430410.04,Supermercados
TRX-90007418,20250627,2025-06-27,PRD-08,CC-203,236.0,18967.17,115453.91,4476251.35,27247123.58,-22770872.23,Exportacion Directa
TRX-90012104,20210724,2021-07-24,PRD-14,CC-202,232.0,5028.16,2382.52,1166533.14,552744.52,613788.62,Canal Horeca
TRX-90027454,20250313,2025-03-13,PRD-33,CC-202,258.0,163125.39,63805.97,42086350.96,16461940.07,25624410.89,Supermercados
TRX-90023653,20250803,2025-08-03,PRD-29,CC-202,230.0,77928.13,38684.81,17923470.05,8897505.88,9025964.17,Distribuidor Mayorista
TRX-90001134,20220516,2022-05-16,PRD-01,CC-202,229.0,7819.13,3429.96,1790581.24,785459.89,1005121.35,Supermercados
TRX-90026719,20210604,2021-06-04,PRD-33,CC-202,207.0,10152.24,3816.03,2101512.68,789918.49,1311594.19,Distribuidor Mayorista
TRX-90024547,20250727,2025-07-27,PRD-30,CC-203,253.0,12160.5,60323.87,3076605.58,15261938.09,-12185332.51,Exportacion Directa
TRX-90003111,20231119,2023-11-19,PRD-03,CC-203,255.0,5930.67,34112.98,1512319.72,8698810.93,-7186491.21,Exportacion Directa
TRX-90006342,20240413,2024-04-13,PRD-07,CC-101,257.0,116923.35,45819.04,30049300.38,11775493.47,18273806.91,Supermercados
