Fecha,DateKey,FlujoNetoDiario,SaldoEfectivoReal,BandaInferior_L,PuntoRetorno_Z,BandaSuperior_H,SaldoPromedioEsperado,SaldoOcioso,CostoOportunidadDiario,AccionRecomendada,MontoOperacion
2025-09-26,20250926,9509541.33,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,15770554.57
2025-09-29,20250929,2807135.51,14768176.37,8500000.0,11961040.86,18883122.59,13114721.15,2807135.51,2331.18,ZONA DE EQUILIBRIO,0.0
2025-09-30,20250930,-1937904.18,12830272.19,8500000.0,11961040.86,18883122.59,13114721.15,869231.33,721.85,ZONA DE EQUILIBRIO,0.0
2025-10-01,20251001,-2621855.99,10208416.2,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-10-02,20251002,2348911.73,12557327.93,8500000.0,11961040.86,18883122.59,13114721.15,596287.07,495.18,ZONA DE EQUILIBRIO,0.0
2025-10-03,20251003,89919.09,12647247.02,8500000.0,11961040.86,18883122.59,13114721.15,686206.15,569.86,ZONA DE EQUILIBRIO,0.0
2025-10-06,20251006,3089801.58,15737048.6,8500000.0,11961040.86,18883122.59,13114721.15,3776007.74,3135.77,ZONA DE EQUILIBRIO,0.0
2025-10-07,20251007,2319360.4,18056409.0,8500000.0,11961040.86,18883122.59,13114721.15,6095368.13,5061.88,ZONA DE EQUILIBRIO,0.0
2025-10-08,20251008,571947.48,18628356.48,8500000.0,11961040.86,18883122.59,13114721.15,6667315.61,5536.85,ZONA DE EQUILIBRIO,0.0
2025-10-09,20251009,-1904739.9,16723616.58,8500000.0,11961040.86,18883122.59,13114721.15,4762575.72,3955.06,ZONA DE EQUILIBRIO,0.0
2025-10-13,20251013,-4042511.12,12681105.46,8500000.0,11961040.86,18883122.59,13114721.15,720064.6,597.98,ZONA DE EQUILIBRIO,0.0
2025-10-14,20251014,-623847.85,12057257.61,8500000.0,11961040.86,18883122.59,13114721.15,96216.75,79.9,ZONA DE EQUILIBRIO,0.0
2025-10-15,20251015,3545476.14,15602733.75,8500000.0,11961040.86,18883122.59,13114721.15,3641692.89,3024.23,ZONA DE EQUILIBRIO,0.0
2025-10-16,20251016,1490099.98,17092833.73,8500000.0,11961040.86,18883122.59,13114721.15,5131792.87,4261.68,ZONA DE EQUILIBRIO,0.0
2025-10-17,20251017,-3181364.09,13911469.64,8500000.0,11961040.86,18883122.59,13114721.15,1950428.78,1619.73,ZONA DE EQUILIBRIO,0.0
2025-10-20,20251020,1359178.96,15270648.61,8500000.0,11961040.86,18883122.59,13114721.15,3309607.74,2748.45,ZONA DE EQUILIBRIO,0.0
2025-10-21,20251021,2038015.62,17308664.22,8500000.0,11961040.86,18883122.59,13114721.15,5347623.36,4440.91,ZONA DE EQUILIBRIO,0.0
2025-10-22,20251022,-2023343.8,15285320.43,8500000.0,11961040.86,18883122.59,13114721.15,3324279.56,2760.64,ZONA DE EQUILIBRIO,0.0
2025-10-23,20251023,1296920.34,16582240.76,8500000.0,11961040.86,18883122.59,13114721.15,4621199.9,3837.66,ZONA DE EQUILIBRIO,0.0
2025-10-24,20251024,991267.9,17573508.66,8500000.0,11961040.86,18883122.59,13114721.15,5612467.8,4660.85,ZONA DE EQUILIBRIO,0.0
2025-10-27,20251027,-2852504.95,14721003.71,8500000.0,11961040.86,18883122.59,13114721.15,2759962.85,2292.0,ZONA DE EQUILIBRIO,0.0
2025-10-28,20251028,1949919.55,16670923.26,8500000.0,11961040.86,18883122.59,13114721.15,4709882.4,3911.31,ZONA DE EQUILIBRIO,0.0
2025-10-29,20251029,2599510.48,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,7309392.89
2025-10-30,20251030,4270763.98,16231804.84,8500000.0,11961040.86,18883122.59,13114721.15,4270763.98,3546.64,ZONA DE EQUILIBRIO,0.0
2025-10-31,20251031,4177166.57,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,8447930.54
2025-11-03,20251103,-4173541.98,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,4173541.98
2025-11-04,20251104,-2766040.13,9195000.73,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-11-05,20251105,1883112.86,11078113.59,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-11-07,20251107,1879115.04,12957228.63,8500000.0,11961040.86,18883122.59,13114721.15,996187.77,827.28,ZONA DE EQUILIBRIO,0.0
2025-11-10,20251110,1883152.6,14840381.23,8500000.0,11961040.86,18883122.59,13114721.15,2879340.37,2391.14,ZONA DE EQUILIBRIO,0.0
2025-11-11,20251111,12563740.77,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,15443081.14
2025-11-12,20251112,2061849.63,14022890.5,8500000.0,11961040.86,18883122.59,13114721.15,2061849.63,1712.26,ZONA DE EQUILIBRIO,0.0
2025-11-13,20251113,3868810.05,17891700.54,8500000.0,11961040.86,18883122.59,13114721.15,5930659.68,4925.1,ZONA DE EQUILIBRIO,0.0
2025-11-14,20251114,3287805.64,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,9218465.33
2025-11-17,20251117,2319452.0,14280492.87,8500000.0,11961040.86,18883122.59,13114721.15,2319452.0,1926.18,ZONA DE EQUILIBRIO,0.0
2025-11-18,20251118,-773861.58,13506631.28,8500000.0,11961040.86,18883122.59,13114721.15,1545590.42,1283.53,ZONA DE EQUILIBRIO,0.0
2025-11-19,20251119,2663701.51,16170332.79,8500000.0,11961040.86,18883122.59,13114721.15,4209291.93,3495.59,ZONA DE EQUILIBRIO,0.0
2025-11-20,20251120,-2238040.69,13932292.1,8500000.0,11961040.86,18883122.59,13114721.15,1971251.24,1637.02,ZONA DE EQUILIBRIO,0.0
2025-11-25,20251125,-522819.54,13409472.56,8500000.0,11961040.86,18883122.59,13114721.15,1448431.7,1202.84,ZONA DE EQUILIBRIO,0.0
2025-11-26,20251126,-1318163.35,12091309.21,8500000.0,11961040.86,18883122.59,13114721.15,130268.35,108.18,ZONA DE EQUILIBRIO,0.0
2025-11-27,20251127,496997.25,12588306.45,8500000.0,11961040.86,18883122.59,13114721.15,627265.59,520.91,ZONA DE EQUILIBRIO,0.0
2025-11-28,20251128,7641907.41,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,8269173.01
2025-12-01,20251201,-5740248.62,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,5740248.62
2025-12-02,20251202,2431032.61,14392073.47,8500000.0,11961040.86,18883122.59,13114721.15,2431032.61,2018.84,ZONA DE EQUILIBRIO,0.0
2025-12-03,20251203,-4925690.79,9466382.68,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-12-04,20251204,-1275181.97,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,3769840.15
2025-12-05,20251205,3719641.91,15680682.77,8500000.0,11961040.86,18883122.59,13114721.15,3719641.91,3088.96,ZONA DE EQUILIBRIO,0.0
2025-12-09,20251209,440696.06,16121378.83,8500000.0,11961040.86,18883122.59,13114721.15,4160337.97,3454.94,ZONA DE EQUILIBRIO,0.0
2025-12-10,20251210,-3213783.29,12907595.54,8500000.0,11961040.86,18883122.59,13114721.15,946554.68,786.06,ZONA DE EQUILIBRIO,0.0
2025-12-11,20251211,-2053971.87,10853623.67,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-12-12,20251212,2409712.8,13263336.47,8500000.0,11961040.86,18883122.59,13114721.15,1302295.61,1081.49,ZONA DE EQUILIBRIO,0.0
2025-12-15,20251215,-2102173.22,11161163.25,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-12-16,20251216,927667.49,12088830.74,8500000.0,11961040.86,18883122.59,13114721.15,127789.87,106.12,ZONA DE EQUILIBRIO,0.0
2025-12-17,20251217,380829.89,12469660.62,8500000.0,11961040.86,18883122.59,13114721.15,508619.76,422.38,ZONA DE EQUILIBRIO,0.0
2025-12-18,20251218,-1850121.11,10619539.51,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-12-19,20251219,7095621.09,17715160.6,8500000.0,11961040.86,18883122.59,13114721.15,5754119.74,4778.49,ZONA DE EQUILIBRIO,0.0
2025-12-22,20251222,2263540.87,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,8017660.61
2025-12-23,20251223,-6245456.28,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,6245456.28
2025-12-26,20251226,831653.81,12792694.67,8500000.0,11961040.86,18883122.59,13114721.15,831653.81,690.64,ZONA DE EQUILIBRIO,0.0
2025-12-29,20251229,-1882716.69,10909977.98,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-12-30,20251230,2962786.67,13872764.65,8500000.0,11961040.86,18883122.59,13114721.15,1911723.79,1587.58,ZONA DE EQUILIBRIO,0.0
