TransaccionID,DateKey,Fecha,ProductoID,CentroCostoID,VolumenReal,PrecioRealUnit,CostoRealUnit,IngresosReales,CostoReal,MargenBrutoReal,CanalVenta
TRX-90053592,20240426,2024-04-26,PRD-25,CC-101,111.0,40850.18,21467.51,4534370.5,2382893.91,2151476.59,Distribuidor Mayorista
TRX-90075625,20230111,2023-01-11,PRD-36,CC-101,145.0,29681.99,13387.96,4303888.88,1941253.95,2362634.93,Supermercados
TRX-90031155,20231212,2023-12-12,PRD-16,CC-101,196.0,33900.84,15952.37,6644564.68,3126663.76,3517900.92,Supermercados
TRX-90044528,20230924,2023-09-24,PRD-23,CC-101,138.0,19113.45,9290.33,2637655.96,1282065.28,1355590.68,Canal Horeca
TRX-90003398,20240308,2024-03-08,PRD-01,CC-202,50.0,54091.22,25708.01,2704561.1,1285400.32,1419160.78,Supermercados
TRX-90010438,20240226,2024-02-26,PRD-05,CC-101,160.0,182859.24,72095.53,29257477.98,11535284.5,17722193.48,Canal Horeca
TRX-90029875,20220826,2022-08-26,PRD-16,CC-202,221.0,8794.54,4241.69,1943593.82,937413.87,1006179.95,Distribuidor Mayorista
TRX-90072960,20250926,2025-09-26,PRD-35,CC-101,87.0,239098.3,113930.61,20801552.05,9911962.9,10889589.15,Supermercados
TRX-90021751,20231006,2023-10-06,PRD-12,CC-101,37.0,21312.77,9396.29,788572.59,347662.62,440909.97,Supermercados
TRX-90046768,20210506,2021-05-06,PRD-24,CC-202,210.0,7685.99,2936.42,1614058.77,616649.04,997409.73,Canal Horeca
TRX-90024903,20220801,2022-08-01,PRD-14,CC-101,171.0,9025.42,4233.66,1543347.14,723955.26,819391.88,Supermercados
TRX-90020833,20220724,2022-07-24,PRD-12,CC-202,42.0,6758.84,3388.79,283871.14,142329.28,141541.86,Supermercados
TRX-90024108,20210413,2021-04-13,PRD-14,CC-203,150.0,337.52,2110.06,50628.55,316508.79,-265880.24,Exportacion Directa
TRX-90056014,20251011,2025-10-11,PRD-25,CC-202,79.0,75269.92,34731.07,5946323.95,2743754.29,3202569.66,Supermercados
TRX-90002498,20221214,2022-12-14,PRD-01,CC-202,163.0,10858.84,5401.28,1769990.72,880409.44,889581.28,Canal Horeca
TRX-90010303,20230121,2023-01-21,PRD-05,CC-202,122.0,45741.36,18207.2,5580445.61,2221278.49,3359167.12,Distribuidor Mayorista
TRX-90058976,20231127,2023-11-27,PRD-28,CC-202,34.0,62576.57,25078.74,2127603.49,852677.08,1274926.41,Supermercados
TRX-90026887,20251018,2025-10-18,PRD-14,CC-202,161.0,91423.27,45555.7,14719146.8,7334467.21,7384679.59,Canal Horeca
TRX-90046913,20210803,2021-08-03,PRD-24,CC-202,251.0,8312.42,3397.74,2086418.21,852833.66,1233584.55,Canal Horeca
TRX-90050105,20211215,2021-12-15,PRD-25,CC-202,165.0,4628.91,2133.14,763770.08,351968.53,411801.55,Supermercados
TRX-90052269,20230523,2023-05-23,PRD-25,CC-202,191.0,12994.37,6173.03,2481924.45,1179048.1,1302876.35,Supermercados
TRX-90027534,20221008,2022-10-08,PRD-15,CC-101,74.0,19198.1,7496.49,1420659.54,554740.05,865919.49,Distribuidor Mayorista
TRX-90040981,20251107,2025-11-07,PRD-21,CC-101,99.0,90961.75,40560.43,9005212.77,4015482.09,4989730.68,Distribuidor Mayorista
TRX-90058347,20210812,2021-08-12,PRD-28,CC-203,216.0,598.86,4522.66,129354.08,976894.78,-847540.7,Exportacion Directa
TRX-90003799,20240906,2024-09-06,PRD-01,CC-101,106.0,72403.95,34213.85,7674818.79,3626668.23,4048150.56,Distribuidor Mayorista
TRX-90077278,20240715,2024-07-15,PRD-36,CC-202,31.0,164341.93,71184.48,5094599.77,2206718.87,2887880.9,Supermercados
TRX-90072362,20240907,2024-09-07,PRD-35,CC-202,246.0,183176.75,90076.62,45061480.49,22158847.64,22902632.85,Canal Horeca
TRX-90038913,20230407,2023-04-07,PRD-21,CC-202,116.0,13785.69,6546.75,1599139.91,759423.28,839716.63,Supermercados
TRX-90001283,20210613,2021-06-13,PRD-01,CC-101,73.0,4888.37,2301.41,356851.05,168002.63,188848.42,Supermercados
TRX-90044662,20231108,2023-11-08,PRD-23,CC-101,94.0,22727.5,11687.62,2136385.28,1098635.91,1037749.37,Canal Horeca
TRX-90016902,20230521,2023-05-21,PRD-09,CC-101,89.0,16230.13,7961.55,1444481.49,708577.9,735903.59,Canal Horeca
TRX-90058032,20250603,2025-06-03,PRD-27,CC-202,176.0,103592.36,50433.76,18232256.24,8876341.84,9355914.4,Canal Horeca
TRX-90011747,20220601,2022-06-01,PRD-06,CC-101,166.0,8920.17,4020.48,1480747.41,667399.96,813347.45,Supermercados
TRX-90004537,20251024,2025-10-24,PRD-01,CC-202,202.0,89447.41,45705.35,18068377.53,9232480.18,8835897.35,Distribuidor Mayorista
TRX-90012831,20231117,2023-11-17,PRD-06,CC-101,207.0,28452.33,13952.77,5889632.72,2888223.33,3001409.39,Supermercados
TRX-90034910,20231103,2023-11-03,PRD-18,CC-101,93.0,34293.02,16769.28,3189251.29,1559542.95,1629708.34,Supermercados
TRX-90029220,20211119,2021-11-19,PRD-16,CC-101,227.0,5637.49,2540.3,1279711.13,576647.84,703063.29,Supermercados
TRX-90071555,20230522,2023-05-22,PRD-35,CC-202,98.0,43614.01,19467.84,4274172.7,1907848.33,2366324.37,Supermercados
TRX-90061875,20230810,2023-08-10,PRD-29,CC-202,34.0,18016.45,8765.88,612559.38,298040.03,314519.35,Distribuidor Mayorista
TRX-90053652,20240408,2024-04-08,PRD-25,CC-202,178.0,45051.39,22304.44,8019147.42,3970191.08,4048956.34,Distribuidor Mayorista
TRX-90035120,20240623,2024-06-23,PRD-18,CC-101,189.0,75036.41,37541.37,14181881.04,7095319.41,7086561.63,Canal Horeca
TRX-90047479,20221204,2022-12-04,PRD-24,CC-203,53.0,1393.62,7002.4,73862.0,371127.14,-297265.14,Exportacion Directa
TRX-90021786,20231015,2023-10-15,PRD-12,CC-203,249.0,1754.77,9805.74,436938.89,2441629.7,-2004690.81,Exportacion Directa
TRX-90077770,20241201,2024-12-01,PRD-36,CC-101,214.0,190684.77,81292.07,40806541.36,17396502.83,23410038.53,Canal Horeca
TRX-90017772,20241017,2024-10-17,PRD-09,CC-101,228.0,70864.83,36025.95,16157181.39,8213916.69,7943264.7,Canal Horeca
TRX-90011246,20210922,2021-09-22,PRD-06,CC-202,69.0,6163.88,2732.17,425307.74,188519.55,236788.19,Supermercados
TRX-90051725,20221209,2022-12-09,PRD-25,CC-202,247.0,8647.67,4301.78,2135975.55,1062538.66,1073436.89,Distribuidor Mayorista
TRX-90069257,20240802,2024-08-02,PRD-34,CC-202,187.0,183581.45,83652.64,34329731.26,15643043.25,18686688.01,Supermercados
TRX-90003789,20240919,2024-09-19,PRD-01,CC-202,175.0,67329.98,34456.28,11782747.03,6029848.55,5752898.48,Canal Horeca
TRX-90075383,20221110,2022-11-10,PRD-36,CC-202,69.0,26044.99,11583.3,1797104.4,799247.69,997856.71,Supermercados
TRX-90009162,20241012,2024-10-12,PRD-04,CC-101,144.0,138640.83,68613.04,19964280.1,9880277.79,10084002.31,Distribuidor Mayorista
TRX-90021670,20230909,2023-09-09,PRD-12,CC-202,41.0,17727.72,8627.32,726836.42,353720.03,373116.39,Supermercados
TRX-90054910,20250227,2025-02-27,PRD-25,CC-203,60.0,5042.02,31243.57,302521.05,1874614.04,-1572092.99,Exportacion Directa
TRX-90062956,20241006,2024-10-06,PRD-29,CC-202,145.0,61432.07,31203.74,8907650.86,4524542.06,4383108.8,Supermercados
TRX-90058686,20221020,2022-10-20,PRD-28,CC-101,165.0,23937.9,9130.58,3949753.54,1506546.13,2443207.41,Canal Horeca
TRX-90013849,20250406,2025-04-06,PRD-06,CC-101,147.0,86333.54,43098.92,12691030.2,6335541.69,6355488.51,Canal Horeca
TRX-90036178,20220815,2022-08-15,PRD-19,CC-203,105.0,856.12,8522.75,89892.36,894889.01,-804996.65,Exportacion Directa
TRX-90009796,20250926,2025-09-26,PRD-04,CC-101,105.0,186144.09,92946.71,19545129.47,9759404.21,9785725.26,Canal Horeca
TRX-90063401,20250504,2025-05-04,PRD-29,CC-101,169.0,75189.77,38317.34,12707071.11,6475630.89,6231440.22,Supermercados
TRX-90018013,20250307,2025-03-07,PRD-09,CC-101,136.0,84394.1,42247.96,11477596.94,5745721.99,5731874.95,Distribuidor Mayorista
TRX-90052619,20230824,2023-08-24,PRD-25,CC-203,40.0,1174.88,7795.99,46995.39,311839.71,-264844.32,Exportacion Directa
TRX-90062464,20240506,2024-05-06,PRD-29,CC-202,86.0,52581.02,25363.54,4521967.58,2181264.24,2340703.34,Distribuidor Mayorista
TRX-90046938,20210901,2021-09-01,PRD-24,CC-101,193.0,8430.98,3391.81,1627178.36,654618.94,972559.42,Distribuidor Mayorista
TRX-90014415,20210426,2021-04-26,PRD-07,CC-202,39.0,9240.08,3761.92,360363.2,146714.72,213648.48,Supermercados
TRX-90047193,20220503,2022-05-03,PRD-24,CC-202,51.0,12278.89,4812.2,626223.39,245422.06,380801.33,Supermercados
TRX-90027298,20211120,2021-11-20,PRD-15,CC-202,206.0,10961.91,4179.56,2258154.22,860988.45,1397165.77,Canal Horeca
TRX-90076533,20231118,2023-11-18,PRD-36,CC-202,155.0,63814.5,31971.43,9891247.89,4955571.78,4935676.11,Supermercados
TRX-90062426,20240424,2024-04-24,PRD-29,CC-202,259.0,48916.25,24355.27,12669309.92,6308015.28,6361294.64,Canal Horeca
TRX-90001893,20220417,2022-04-17,PRD-01,CC-202,162.0,7048.15,3376.49,1141800.05,546990.76,594809.29,Supermercados
TRX-90062375,20240319,2024-03-19,PRD-29,CC-101,42.0,47200.51,23030.29,1982421.32,967272.37,1015148.95,Supermercados
TRX-90059351,20250202,2025-02-02,PRD-28,CC-202,62.0,186194.77,71131.78,11544075.44,4410170.63,7133904.81,Canal Horeca
TRX-90045816,20250214,2025-02-14,PRD-23,CC-101,175.0,66412.77,32377.61,11622235.4,5666081.82,5956153.58,Supermercados
TRX-90035189,20240806,2024-08-06,PRD-18,CC-101,72.0,85790.71,41619.71,6176931.41,2996618.99,3180312.42,Canal Horeca
TRX-90031324,20240218,2024-02-18,PRD-16,CC-101,118.0,43857.07,22578.15,5175134.61,2664221.87,2510912.74,Distribuidor Mayorista
TRX-90007975,20230106,2023-01-06,PRD-04,CC-101,183.0,25073.53,11387.78,4588456.74,2083963.09,2504493.65,Supermercados
TRX-90063104,20250119,2025-01-19,PRD-29,CC-202,25.0,68118.98,32915.35,1702974.41,822883.83,880090.58,Supermercados
TRX-90009295,20241223,2024-12-23,PRD-04,CC-101,221.0,142810.19,72185.7,31561052.45,15953039.8,15608012.65,Canal Horeca
TRX-90041516,20240220,2024-02-20,PRD-22,CC-203,251.0,6881.36,33641.25,1727221.09,8443953.07,-6716731.98,Exportacion Directa
TRX-90072691,20250419,2025-04-19,PRD-35,CC-202,129.0,218699.66,106006.7,28212255.53,13674864.15,14537391.38,Distribuidor Mayorista
TRX-90008650,20240111,2024-01-11,PRD-04,CC-202,137.0,84732.98,41491.04,11608418.43,5684272.16,5924146.27,Canal Horeca
TRX-90053220,20231225,2023-12-25,PRD-25,CC-101,77.0,27210.45,13230.31,2095204.89,1018733.91,1076470.98,Canal Horeca
TRX-90015450,20251016,2025-10-16,PRD-08,CC-202,189.0,417993.75,129496.57,79000819.23,24474851.47,54525967.76,Supermercados
TRX-90077386,20240810,2024-08-10,PRD-36,CC-101,254.0,176510.82,78343.04,44833747.7,19899133.26,24934614.44,Canal Horeca
TRX-90063234,20250306,2025-03-06,PRD-29,CC-101,50.0,69613.4,35378.39,3480669.88,1768919.47,1711750.41,Canal Horeca
TRX-90078158,20250524,2025-05-24,PRD-36,CC-101,110.0,208727.03,94730.39,22959973.21,10420342.98,12539630.23,Distribuidor Mayorista
TRX-90065030,20211224,2021-12-24,PRD-31,CC-203,255.0,1094.82,4527.98,279178.33,1154635.79,-875457.46,Exportacion Directa
TRX-90075644,20230208,2023-02-08,PRD-36,CC-202,53.0,30314.85,13803.84,1606687.04,731603.3,875083.74,Supermercados
TRX-90037324,20210322,2021-03-22,PRD-21,CC-101,216.0,4075.1,1836.98,880222.16,396787.55,483434.61,Distribuidor Mayorista
TRX-90020054,20210625,2021-06-25,PRD-12,CC-202,190.0,3989.5,1774.82,758005.66,337216.38,420789.28,Supermercados
TRX-90043318,20220706,2022-07-06,PRD-23,CC-101,214.0,7052.61,3545.17,1509258.8,758667.07,750591.73,Supermercados
TRX-90006503,20240814,2024-08-14,PRD-03,CC-101,189.0,285230.31,84373.95,53908529.31,15946677.27,37961852.04,Supermercados
TRX-90063972,20251226,2025-12-26,PRD-29,CC-202,48.0,82355.88,44671.57,3953082.14,2144235.13,1808847.01,Supermercados
TRX-90003523,20240626,2024-06-26,PRD-01,CC-101,100.0,62611.13,31387.06,6261112.6,3138706.19,3122406.41,Distribuidor Mayorista
TRX-90015907,20210922,2021-09-22,PRD-09,CC-202,95.0,5198.6,2584.44,493866.7,245521.73,248344.97,Distribuidor Mayorista
TRX-90014605,20220607,2022-06-07,PRD-07,CC-101,90.0,16127.68,6187.28,1451491.14,556855.54,894635.6,Supermercados
TRX-90004285,20250613,2025-06-13,PRD-01,CC-101,249.0,83185.25,41109.8,20713126.86,10236340.01,10476786.85,Canal Horeca
TRX-90029943,20220911,2022-09-11,PRD-16,CC-101,236.0,9388.32,4556.27,2215643.87,1075278.65,1140365.22,Canal Horeca
TRX-90001762,20220106,2022-01-06,PRD-01,CC-202,28.0,6063.9,2862.42,169789.1,80147.88,89641.22,Canal Horeca
TRX-90006046,20250415,2025-04-15,PRD-02,CC-101,189.0,154413.04,61251.93,29184063.93,11576614.41,17607449.52,Distribuidor Mayorista
TRX-90024178,20210511,2021-05-11,PRD-14,CC-202,50.0,4677.51,2242.88,233875.4,112144.23,121731.17,Distribuidor Mayorista
TRX-90075411,20221116,2022-11-16,PRD-36,CC-202,28.0,25528.8,11775.28,714806.45,329707.88,385098.57,Distribuidor Mayorista
TRX-90009002,20240817,2024-08-17,PRD-04,CC-101,117.0,128999.42,65436.26,15092932.37,7656042.46,7436889.91,Canal Horeca
TRX-90053659,20240410,2024-04-10,PRD-25,CC-101,222.0,43003.34,21282.32,9546742.33,4724675.24,4822067.09,Supermercados
TRX-90028941,20210817,2021-08-17,PRD-16,CC-101,41.0,5253.04,2322.16,215374.77,95208.75,120166.02,Supermercados
TRX-90003717,20240821,2024-08-21,PRD-01,CC-202,190.0,60546.2,32486.09,11503777.66,6172357.42,5331420.24,Supermercados
TRX-90058267,20210423,2021-04-23,PRD-28,CC-203,72.0,782.99,4120.7,56375.63,296690.67,-240315.04,Exportacion Directa
TRX-90017867,20241223,2024-12-23,PRD-09,CC-101,166.0,75825.78,37437.08,12587078.81,6214555.79,6372523.02,Canal Horeca
TRX-90026007,20240407,2024-04-07,PRD-14,CC-202,106.0,57286.16,27177.95,6072333.43,2880862.36,3191471.07,Canal Horeca
TRX-90026501,20250211,2025-02-11,PRD-14,CC-202,225.0,81761.16,39295.27,18396261.13,8841435.52,9554825.61,Distribuidor Mayorista
TRX-90009246,20241218,2024-12-18,PRD-04,CC-101,175.0,145778.97,73718.17,25511320.29,12900679.02,12610641.27,Supermercados
TRX-90034460,20221025,2022-10-25,PRD-18,CC-101,211.0,12770.77,6308.14,2694631.66,1331017.42,1363614.24,Distribuidor Mayorista
TRX-90031816,20240924,2024-09-24,PRD-16,CC-101,33.0,65026.12,32688.56,2145862.11,1078722.57,1067139.54,Canal Horeca
TRX-90031983,20241107,2024-11-07,PRD-16,CC-101,118.0,70277.72,35096.31,8292771.24,4141364.24,4151407.0,Supermercados
TRX-90071617,20230702,2023-07-02,PRD-35,CC-203,141.0,298.7,22687.58,42116.13,3198949.25,-3156833.12,Exportacion Directa
TRX-90017842,20241202,2024-12-02,PRD-09,CC-101,159.0,76447.05,38276.24,12155080.9,6085921.8,6069159.1,Distribuidor Mayorista
TRX-90056144,20251123,2025-11-23,PRD-25,CC-202,56.0,70697.45,36551.3,3959057.1,2046872.83,1912184.27,Distribuidor Mayorista
TRX-90063305,20250419,2025-04-19,PRD-29,CC-101,245.0,77059.6,37328.11,18879602.99,9145386.93,9734216.06,Supermercados
TRX-90045338,20240822,2024-08-22,PRD-23,CC-202,178.0,59945.02,28234.99,10670213.06,5025827.61,5644385.45,Canal Horeca
TRX-90063695,20250927,2025-09-27,PRD-29,CC-101,106.0,82223.88,41216.17,8715731.59,4368913.85,4346817.74,Distribuidor Mayorista
TRX-90016526,20221022,2022-10-22,PRD-09,CC-101,105.0,10178.95,4928.97,1068789.41,517542.15,551247.26,Distribuidor Mayorista
TRX-90004038,20250202,2025-02-02,PRD-01,CC-202,189.0,77851.86,38260.26,14714002.41,7231188.39,7482814.02,Canal Horeca
TRX-90078468,20250713,2025-07-13,PRD-36,CC-202,255.0,208170.39,97570.65,53083449.21,24880516.76,28202932.45,Supermercados
TRX-90008348,20230809,2023-08-09,PRD-04,CC-101,187.0,39058.24,19473.92,7303890.67,3641623.43,3662267.24,Supermercados
TRX-90014959,20240714,2024-07-14,PRD-07,CC-202,138.0,141342.65,50822.13,19505285.9,7013453.3,12491832.6,Canal Horeca
TRX-90039023,20230604,2023-06-04,PRD-21,CC-203,98.0,1152.43,7565.71,112937.99,741439.73,-628501.74,Exportacion Directa
TRX-90078111,20250406,2025-04-06,PRD-36,CC-101,209.0,207470.39,95323.41,43361310.98,19922593.57,23438717.41,Supermercados
TRX-90071926,20231221,2023-12-21,PRD-35,CC-202,20.0,93175.03,44068.72,1863500.51,881374.4,982126.11,Canal Horeca
TRX-90078036,20250319,2025-03-19,PRD-36,CC-101,66.0,201561.03,93193.43,13303028.23,6150766.64,7152261.59,Supermercados
TRX-90075686,20230204,2023-02-04,PRD-36,CC-202,139.0,31778.99,14342.18,4417280.22,1993562.8,2423717.42,Supermercados
TRX-90053258,20240111,2024-01-11,PRD-25,CC-202,124.0,34121.44,15762.29,4231058.4,1954524.35,2276534.05,Supermercados
TRX-90024047,20210203,2021-02-03,PRD-14,CC-202,183.0,4062.47,2012.21,743432.82,368234.6,375198.22,Supermercados
TRX-90039760,20240524,2024-05-24,PRD-21,CC-202,58.0,52176.41,26159.82,3026231.68,1517269.51,1508962.17,Supermercados
TRX-90032001,20241122,2024-11-22,PRD-16,CC-202,49.0,69100.64,34021.68,3385931.37,1667062.44,1718868.93,Supermercados
TRX-90071475,20230409,2023-04-09,PRD-35,CC-101,115.0,39919.72,18341.55,4590768.29,2109277.89,2481490.4,Supermercados
TRX-90073847,20210812,2021-08-12,PRD-36,CC-202,247.0,12558.72,5629.21,3102003.07,1390415.85,1711587.22,Canal Horeca
TRX-90045369,20240810,2024-08-10,PRD-23,CC-202,33.0,57331.56,28223.14,1891941.51,931363.5,960578.01,Canal Horeca
TRX-90036082,20220408,2022-04-08,PRD-19,CC-203,190.0,988.99,6773.46,187908.71,1286957.51,-1099048.8,Exportacion Directa
TRX-90023410,20211120,2021-11-20,PRD-13,CC-203,68.0,891.19,3333.38,60601.14,226669.69,-166068.55,Exportacion Directa
TRX-90044856,20240211,2024-02-11,PRD-23,CC-101,227.0,40897.32,19744.81,9283692.22,4482070.95,4801621.27,Supermercados
TRX-90036026,20211226,2021-12-26,PRD-19,CC-101,132.0,13372.73,5318.95,1765200.64,702100.88,1063099.76,Distribuidor Mayorista
TRX-90045503,20241018,2024-10-18,PRD-23,CC-101,185.0,63651.18,30454.68,11775468.06,5634114.93,6141353.13,Supermercados
TRX-90076263,20230814,2023-08-14,PRD-36,CC-101,194.0,49168.58,22662.92,9538703.94,4396605.87,5142098.07,Canal Horeca
TRX-90040066,20240920,2024-09-20,PRD-21,CC-202,219.0,64736.89,30984.05,14177378.64,6785506.53,7391872.11,Supermercados
TRX-90054905,20250206,2025-02-06,PRD-25,CC-203,196.0,4732.04,28910.85,927480.04,5666526.45,-4739046.41,Exportacion Directa
TRX-90012387,20230407,2023-04-07,PRD-06,CC-202,156.0,15696.84,7785.38,2448706.71,1214519.84,1234186.87,Supermercados
TRX-90035467,20250510,2025-05-10,PRD-18,CC-101,160.0,106414.6,52234.59,17026336.14,8357533.66,8668802.48,Canal Horeca
TRX-90008281,20230705,2023-07-05,PRD-04,CC-202,102.0,34934.63,16667.96,3563332.47,1700132.43,1863200.04,Distribuidor Mayorista
TRX-90078877,20251124,2025-11-24,PRD-36,CC-101,232.0,240497.72,105986.04,55795470.36,24588760.2,31206710.16,Distribuidor Mayorista
TRX-90050723,20220520,2022-05-20,PRD-25,CC-203,189.0,412.66,2864.86,77991.97,541458.2,-463466.23,Exportacion Directa
TRX-90060679,20220307,2022-03-07,PRD-29,CC-202,212.0,6136.63,2848.37,1300965.22,603854.82,697110.4,Distribuidor Mayorista
TRX-90070768,20220106,2022-01-06,PRD-35,CC-101,179.0,16490.78,7419.85,2951849.11,1328153.01,1623696.1,Supermercados
TRX-90055674,20250815,2025-08-15,PRD-25,CC-202,154.0,66854.5,33526.38,10295592.54,5163062.73,5132529.81,Canal Horeca
TRX-90036288,20230107,2023-01-07,PRD-19,CC-202,47.0,29565.05,11261.99,1389557.17,529313.61,860243.56,Supermercados
TRX-90068258,20221112,2022-11-12,PRD-34,CC-202,213.0,30768.9,13386.11,6553776.57,2851241.81,3702534.76,Supermercados
TRX-90076073,20230726,2023-07-26,PRD-36,CC-101,203.0,44017.49,19578.77,8935551.22,3974490.75,4961060.47,Supermercados
TRX-90042974,20220311,2022-03-11,PRD-23,CC-101,66.0,6052.46,2727.72,399462.11,180029.51,219432.6,Distribuidor Mayorista
TRX-90037330,20210313,2021-03-13,PRD-21,CC-202,224.0,4014.75,1915.58,899304.99,429089.44,470215.55,Distribuidor Mayorista
TRX-90043286,20220707,2022-07-07,PRD-23,CC-101,110.0,7308.39,3467.81,803922.42,381458.88,422463.54,Supermercados
TRX-90006018,20250304,2025-03-04,PRD-02,CC-202,174.0,161134.39,61270.74,28037384.66,10661109.04,17376275.62,Supermercados
TRX-90067437,20210704,2021-07-04,PRD-34,CC-202,243.0,14362.51,6244.7,3490089.26,1517463.01,1972626.25,Supermercados
TRX-90036620,20240401,2024-04-01,PRD-19,CC-203,250.0,8362.33,53151.85,2090581.47,13287962.75,-11197381.28,Exportacion Directa
TRX-90066457,20240313,2024-03-13,PRD-32,CC-203,184.0,8557.85,40297.0,1574643.66,7414648.53,-5840004.87,Exportacion Directa
TRX-90022883,20250609,2025-06-09,PRD-12,CC-203,114.0,5642.63,34159.55,643259.46,3894188.57,-3250929.11,Exportacion Directa
TRX-90006960,20210825,2021-08-25,PRD-04,CC-203,238.0,806.99,5011.51,192063.4,1192739.47,-1000676.07,Exportacion Directa
TRX-90023957,20251222,2025-12-22,PRD-13,CC-101,224.0,167201.98,59702.95,37453243.91,13373460.22,24079783.69,Canal Horeca
TRX-90007066,20210909,2021-09-09,PRD-04,CC-101,151.0,10631.27,5029.3,1605322.52,759423.56,845898.96,Distribuidor Mayorista
TRX-90045768,20250119,2025-01-19,PRD-23,CC-202,125.0,67939.76,30617.36,8492470.0,3827169.39,4665300.61,Distribuidor Mayorista
TRX-90020186,20210801,2021-08-01,PRD-12,CC-101,137.0,4274.25,1999.1,585572.15,273876.51,311695.64,Distribuidor Mayorista
TRX-90037632,20210811,2021-08-11,PRD-21,CC-101,50.0,4881.17,2235.24,244058.53,111761.97,132296.56,Supermercados
TRX-90035034,20240424,2024-04-24,PRD-18,CC-202,148.0,68047.29,35689.89,10070998.38,5282104.12,4788894.26,Canal Horeca
TRX-90057886,20241025,2024-10-25,PRD-27,CC-202,202.0,86901.65,41823.8,17554134.29,8448407.42,9105726.87,Distribuidor Mayorista
TRX-90031813,20240904,2024-09-04,PRD-16,CC-101,203.0,68363.25,33054.73,13877740.54,6710110.3,7167630.24,Canal Horeca
TRX-90040541,20250510,2025-05-10,PRD-21,CC-202,111.0,75608.17,37588.71,8392507.18,4172347.33,4220159.85,Supermercados
TRX-90071045,20220706,2022-07-06,PRD-35,CC-202,122.0,21461.44,10285.72,2618296.04,1254857.49,1363438.55,Supermercados
TRX-90075390,20221107,2022-11-07,PRD-36,CC-101,217.0,27539.52,12324.36,5976076.76,2674386.87,3301689.89,Canal Horeca
TRX-90005580,20230912,2023-09-12,PRD-02,CC-203,64.0,2739.61,16684.44,175334.95,1067804.02,-892469.07,Exportacion Directa
TRX-90078115,20250413,2025-04-13,PRD-36,CC-202,161.0,204536.96,96632.08,32930450.44,15557764.15,17372686.29,Supermercados
TRX-90017111,20230908,2023-09-08,PRD-09,CC-203,44.0,1200.8,11039.28,52835.33,485728.27,-432892.94,Exportacion Directa
TRX-90010645,20250707,2025-07-07,PRD-05,CC-202,171.0,329085.19,132974.99,56273568.05,22738723.73,33534844.32,Supermercados
TRX-90072508,20241212,2024-12-12,PRD-35,CC-101,51.0,205692.86,94717.92,10490335.87,4830614.15,5659721.72,Canal Horeca
TRX-90071532,20230512,2023-05-12,PRD-35,CC-101,248.0,45396.77,20050.11,11258400.0,4972426.12,6285973.88,Canal Horeca
TRX-90062581,20240625,2024-06-25,PRD-29,CC-101,147.0,54863.41,26213.35,8064920.56,3853363.01,4211557.55,Supermercados
TRX-90018761,20220627,2022-06-27,PRD-10,CC-202,44.0,15413.35,6028.01,678187.48,265232.32,412955.16,Distribuidor Mayorista
TRX-90008057,20230306,2023-03-06,PRD-04,CC-101,224.0,25839.26,12755.5,5787994.51,2857231.77,2930762.74,Canal Horeca
TRX-90007687,20220805,2022-08-05,PRD-04,CC-202,133.0,18809.94,8928.75,2501722.68,1187523.64,1314199.04,Supermercados
TRX-90010375,20230802,2023-08-02,PRD-05,CC-101,24.0,79529.2,30170.36,1908700.71,724088.55,1184612.16,Supermercados
TRX-90026781,20250822,2025-08-22,PRD-14,CC-202,167.0,85180.06,42070.86,14225069.76,7025833.9,7199235.86,Canal Horeca
TRX-90035383,20250220,2025-02-20,PRD-18,CC-101,113.0,92179.54,48618.73,10416287.59,5493915.93,4922371.66,Supermercados
TRX-90020167,20210804,2021-08-04,PRD-12,CC-202,60.0,4369.45,1988.26,262167.27,119295.32,142871.95,Distribuidor Mayorista
TRX-90015656,20210625,2021-06-25,PRD-09,CC-101,220.0,4547.83,2314.75,1000522.43,509243.95,491278.48,Supermercados
TRX-90013425,20240904,2024-09-04,PRD-06,CC-101,198.0,71469.67,35812.47,14150995.24,7090869.54,7060125.7,Canal Horeca
TRX-90076595,20231127,2023-11-27,PRD-36,CC-101,187.0,63532.18,31112.59,11880517.78,5818054.8,6062462.98,Distribuidor Mayorista
TRX-90013712,20250120,2025-01-20,PRD-06,CC-203,55.0,3314.89,40329.72,182318.88,2218134.73,-2035815.85,Exportacion Directa
TRX-90056544,20221006,2022-10-06,PRD-26,CC-202,68.0,15191.13,5824.16,1032996.59,396043.2,636953.39,Supermercados
TRX-90049237,20210621,2021-06-21,PRD-25,CC-101,37.0,3833.7,1820.41,141846.79,67355.1,74491.69,Supermercados
TRX-90024927,20220808,2022-08-08,PRD-14,CC-202,183.0,9445.45,4348.88,1728517.98,795844.3,932673.68,Canal Horeca
TRX-90062495,20240505,2024-05-05,PRD-29,CC-101,253.0,51501.74,25822.97,13029940.86,6533211.8,6496729.06,Canal Horeca
TRX-90007883,20221104,2022-11-04,PRD-04,CC-203,235.0,1594.29,10179.72,374658.47,2392234.55,-2017576.08,Exportacion Directa
TRX-90063955,20251213,2025-12-13,PRD-29,CC-101,202.0,85965.82,42447.9,17365095.24,8574475.08,8790620.16,Supermercados
TRX-90016955,20230606,2023-06-06,PRD-09,CC-202,64.0,16396.97,8202.78,1049405.89,524978.2,524427.69,Distribuidor Mayorista
