TransaccionID,DateKeyEmbarque,FechaEmbarque,ProductoID,PlazoDiasCobro,FechaCobroEstimada,ImporteFOB_USD,TipoCambioEmbarque,EstadoCobranza
TRX-90002097,20250903,2025-09-03,PRD-01,60,2025-11-02,308.39,1313.86,Cobrado
TRX-90002108,20250906,2025-09-06,PRD-02,120,2026-01-04,648.9,1312.72,Pendiente
TRX-90002114,20250907,2025-09-07,PRD-03,60,2025-11-06,408.04,1313.08,Cobrado
TRX-90002116,20250908,2025-09-08,PRD-01,30,2025-10-08,202.85,1314.48,Cobrado
TRX-90002117,20250908,2025-09-08,PRD-01,120,2026-01-06,749.71,1314.48,Pendiente
TRX-90002122,20250909,2025-09-09,PRD-02,90,2025-12-08,1243.3,1321.21,Pendiente
TRX-90002123,20250909,2025-09-09,PRD-04,90,2025-12-08,1018.6,1321.21,Pendiente
TRX-90002124,20250909,2025-09-09,PRD-05,90,2025-12-08,1748.56,1321.21,Pendiente
TRX-90002127,20250910,2025-09-10,PRD-02,60,2025-11-09,375.13,1321.1,Cobrado
TRX-90002129,20250910,2025-09-10,PRD-05,60,2025-11-09,1597.11,1321.1,Cobrado
TRX-90002133,20250911,2025-09-11,PRD-03,90,2025-12-10,315.8,1321.06,Pendiente
TRX-90002137,20250912,2025-09-12,PRD-01,90,2025-12-11,301.27,1329.39,Pendiente
TRX-90002141,20250913,2025-09-13,PRD-02,60,2025-11-12,1344.41,1322.21,Cobrado
TRX-90002144,20250913,2025-09-13,PRD-03,90,2025-12-12,643.36,1322.21,Pendiente
TRX-90002146,20250914,2025-09-14,PRD-03,60,2025-11-13,287.2,1325.07,Cobrado
TRX-90002151,20250916,2025-09-16,PRD-03,30,2025-10-16,62.4,1325.43,Cobrado
TRX-90002161,20250918,2025-09-18,PRD-02,30,2025-10-18,1182.78,1332.21,Cobrado
TRX-90002166,20250919,2025-09-19,PRD-04,60,2025-11-18,230.84,1326.18,Pendiente
TRX-90002170,20250921,2025-09-21,PRD-01,90,2025-12-20,492.89,1333.21,Pendiente
TRX-90002171,20250921,2025-09-21,PRD-04,90,2025-12-20,783.58,1333.21,Pendiente
TRX-90002177,20250922,2025-09-22,PRD-05,90,2025-12-21,1137.16,1335.33,Pendiente
TRX-90002180,20250923,2025-09-23,PRD-02,90,2025-12-22,1336.09,1331.24,Pendiente
TRX-90002182,20250924,2025-09-24,PRD-03,60,2025-11-23,102.89,1330.21,Pendiente
TRX-90002184,20250924,2025-09-24,PRD-02,60,2025-11-23,163.22,1330.21,Pendiente
TRX-90002190,20250926,2025-09-26,PRD-04,60,2025-11-25,215.01,1338.14,Pendiente
TRX-90002191,20250926,2025-09-26,PRD-03,30,2025-10-26,272.55,1338.14,Cobrado
TRX-90002194,20250927,2025-09-27,PRD-01,60,2025-11-26,888.96,1339.3,Pendiente
TRX-90002195,20250928,2025-09-28,PRD-05,90,2025-12-27,340.99,1341.66,Pendiente
TRX-90002199,20250929,2025-09-29,PRD-05,90,2025-12-28,1287.08,1340.11,Pendiente
TRX-90002200,20250929,2025-09-29,PRD-01,60,2025-11-28,1100.96,1340.11,Pendiente
TRX-90002206,20251001,2025-10-01,PRD-05,120,2026-01-29,1171.12,1339.46,Pendiente
TRX-90002207,20251001,2025-10-01,PRD-04,90,2025-12-30,102.07,1339.46,Pendiente
TRX-90002223,20251004,2025-10-04,PRD-02,30,2025-11-03,1140.17,1350.72,Cobrado
TRX-90002229,20251006,2025-10-06,PRD-04,90,2026-01-04,587.63,1350.25,Pendiente
TRX-90002238,20251007,2025-10-07,PRD-02,60,2025-12-06,1174.8,1355.34,Pendiente
TRX-90002242,20251008,2025-10-08,PRD-05,60,2025-12-07,585.37,1352.87,Pendiente
TRX-90002244,20251009,2025-10-09,PRD-01,60,2025-12-08,1350.39,1352.81,Pendiente
TRX-90002256,20251012,2025-10-12,PRD-03,90,2026-01-10,591.99,1352.79,Pendiente
TRX-90002258,20251012,2025-10-12,PRD-05,60,2025-12-11,338.76,1352.79,Pendiente
TRX-90002262,20251013,2025-10-13,PRD-01,60,2025-12-12,974.02,1359.84,Pendiente
TRX-90002264,20251013,2025-10-13,PRD-02,90,2026-01-11,1068.39,1359.84,Pendiente
TRX-90002265,20251013,2025-10-13,PRD-03,30,2025-11-12,491.58,1359.84,Cobrado
TRX-90002268,20251014,2025-10-14,PRD-02,120,2026-02-11,1023.85,1361.32,Pendiente
TRX-90002284,20251016,2025-10-16,PRD-04,30,2025-11-15,912.38,1361.41,Cobrado
TRX-90002286,20251016,2025-10-16,PRD-01,90,2026-01-14,915.04,1361.41,Pendiente
TRX-90002287,20251017,2025-10-17,PRD-04,90,2026-01-15,1005.15,1365.38,Pendiente
TRX-90002309,20251021,2025-10-21,PRD-05,120,2026-02-18,842.64,1367.98,Pendiente
TRX-90002312,20251022,2025-10-22,PRD-01,90,2026-01-20,217.84,1370.54,Pendiente
TRX-90002313,20251022,2025-10-22,PRD-05,60,2025-12-21,356.71,1370.54,Pendiente
TRX-90002320,20251023,2025-10-23,PRD-03,90,2026-01-21,134.99,1368.81,Pendiente
TRX-90002322,20251023,2025-10-23,PRD-04,90,2026-01-21,684.83,1368.81,Pendiente
TRX-90002324,20251024,2025-10-24,PRD-01,120,2026-02-21,976.25,1372.91,Pendiente
TRX-90002327,20251025,2025-10-25,PRD-01,60,2025-12-24,749.98,1374.63,Pendiente
TRX-90002328,20251025,2025-10-25,PRD-04,30,2025-11-24,441.42,1374.63,Pendiente
TRX-90002339,20251029,2025-10-29,PRD-02,90,2026-01-27,517.79,1377.73,Pendiente
TRX-90002351,20251102,2025-11-02,PRD-05,60,2026-01-01,673.97,1385.6,Pendiente
TRX-90002367,20251106,2025-11-06,PRD-04,90,2026-02-04,1115.81,1384.84,Pendiente
TRX-90002376,20251108,2025-11-08,PRD-03,90,2026-02-06,339.84,1391.11,Pendiente
TRX-90002377,20251108,2025-11-08,PRD-01,90,2026-02-06,775.71,1391.11,Pendiente
TRX-90002380,20251110,2025-11-10,PRD-05,90,2026-02-08,1250.28,1395.83,Pendiente
TRX-90002382,20251110,2025-11-10,PRD-03,60,2026-01-09,50.38,1395.83,Pendiente
TRX-90002385,20251110,2025-11-10,PRD-04,30,2025-12-10,550.08,1395.83,Pendiente
TRX-90002387,20251111,2025-11-11,PRD-01,90,2026-02-09,1039.19,1396.9,Pendiente
TRX-90002388,20251111,2025-11-11,PRD-05,90,2026-02-09,1218.49,1396.9,Pendiente
TRX-90002407,20251115,2025-11-15,PRD-04,60,2026-01-14,634.02,1404.25,Pendiente
TRX-90002421,20251118,2025-11-18,PRD-01,90,2026-02-16,136.98,1399.67,Pendiente
TRX-90002424,20251119,2025-11-19,PRD-04,90,2026-02-17,326.21,1408.01,Pendiente
TRX-90002426,20251119,2025-11-19,PRD-01,90,2026-02-17,681.47,1408.01,Pendiente
TRX-90002431,20251121,2025-11-21,PRD-04,90,2026-02-19,301.83,1412.66,Pendiente
TRX-90002432,20251121,2025-11-21,PRD-01,90,2026-02-19,751.99,1412.66,Pendiente
TRX-90002433,20251122,2025-11-22,PRD-05,30,2025-12-22,1247.41,1410.53,Pendiente
TRX-90002439,20251122,2025-11-22,PRD-03,90,2026-02-20,73.42,1410.53,Pendiente
TRX-90002441,20251123,2025-11-23,PRD-03,90,2026-02-21,438.65,1408.32,Pendiente
TRX-90002442,20251123,2025-11-23,PRD-01,60,2026-01-22,1279.97,1408.32,Pendiente
TRX-90002444,20251123,2025-11-23,PRD-05,30,2025-12-23,462.94,1408.32,Pendiente
TRX-90002451,20251125,2025-11-25,PRD-04,60,2026-01-24,330.18,1415.33,Pendiente
TRX-90002452,20251125,2025-11-25,PRD-04,30,2025-12-25,964.28,1415.33,Pendiente
TRX-90002458,20251127,2025-11-27,PRD-04,120,2026-03-27,891.27,1417.01,Pendiente
TRX-90002474,20251201,2025-12-01,PRD-04,90,2026-03-01,626.1,1424.82,Pendiente
TRX-90002483,20251203,2025-12-03,PRD-02,120,2026-04-02,769.79,1424.74,Pendiente
TRX-90002488,20251205,2025-12-05,PRD-02,90,2026-03-05,1251.19,1424.44,Pendiente
TRX-90002490,20251206,2025-12-06,PRD-02,60,2026-02-04,104.73,1428.31,Pendiente
TRX-90002495,20251207,2025-12-07,PRD-05,90,2026-03-07,377.44,1429.57,Pendiente
TRX-90002510,20251209,2025-12-09,PRD-05,60,2026-02-07,1516.46,1433.25,Pendiente
TRX-90002520,20251212,2025-12-12,PRD-03,60,2026-02-10,437.57,1439.89,Pendiente
TRX-90002521,20251212,2025-12-12,PRD-05,90,2026-03-12,1495.44,1439.89,Pendiente
TRX-90002527,20251214,2025-12-14,PRD-03,120,2026-04-13,99.75,1437.64,Pendiente
TRX-90002531,20251214,2025-12-14,PRD-05,60,2026-02-12,1358.18,1437.64,Pendiente
TRX-90002533,20251215,2025-12-15,PRD-05,60,2026-02-13,1410.57,1437.75,Pendiente
TRX-90002535,20251215,2025-12-15,PRD-03,60,2026-02-13,272.08,1437.75,Pendiente
TRX-90002537,20251216,2025-12-16,PRD-01,120,2026-04-15,991.57,1438.67,Pendiente
TRX-90002539,20251217,2025-12-17,PRD-03,90,2026-03-17,210.42,1445.0,Pendiente
TRX-90002541,20251217,2025-12-17,PRD-04,120,2026-04-16,990.5,1445.0,Pendiente
TRX-90002548,20251219,2025-12-19,PRD-02,60,2026-02-17,1301.0,1445.64,Pendiente
TRX-90002551,20251219,2025-12-19,PRD-02,120,2026-04-18,372.06,1445.64,Pendiente
TRX-90002552,20251219,2025-12-19,PRD-01,90,2026-03-19,886.35,1445.64,Pendiente
TRX-90002561,20251221,2025-12-21,PRD-01,90,2026-03-21,269.53,1448.61,Pendiente
TRX-90002563,20251221,2025-12-21,PRD-01,120,2026-04-20,546.73,1448.61,Pendiente
TRX-90002569,20251222,2025-12-22,PRD-02,90,2026-03-22,538.18,1448.07,Pendiente
TRX-90002581,20251224,2025-12-24,PRD-05,90,2026-03-24,1192.48,1450.49,Pendiente
TRX-90002585,20251225,2025-12-25,PRD-02,90,2026-03-25,1008.32,1454.31,Pendiente
TRX-90002589,20251226,2025-12-26,PRD-01,30,2026-01-25,583.0,1455.21,Pendiente
TRX-90002597,20251227,2025-12-27,PRD-01,90,2026-03-27,454.14,1454.53,Pendiente
TRX-90002598,20251227,2025-12-27,PRD-05,90,2026-03-27,919.96,1454.53,Pendiente
TRX-90002600,20251228,2025-12-28,PRD-01,90,2026-03-28,716.91,1453.97,Pendiente
TRX-90002607,20251229,2025-12-29,PRD-01,60,2026-02-27,958.91,1455.06,Pendiente
TRX-90002614,20251231,2025-12-31,PRD-03,30,2026-01-30,203.4,1457.54,Pendiente
TRX-90002615,20251231,2025-12-31,PRD-01,90,2026-03-31,271.16,1457.54,Pendiente
